"Question","Answer","Comment","Instruction"
"surely; upon my word; by Jove; (with neg
天地神明に||誓○○||嘘ではありません。
彼は||誓○○||無事だといった。
||誓○○||私はそれをします。","ちかって,誓って","surely; upon my word; by Jove; (with neg) by no means; never","Guess the adverb"
"sweetly (smiling); broadly (grinning)
||に○○○||笑って。
彼が彼女に話すと||に○○○||した。
彼に私を||に○○○||と笑わせます。
老婆はほっと息をついて||に○○○||笑った。
彼女は怒りをこらえ、||に○○○||と微笑した。","にっこり","sweetly (smiling); broadly (grinning)","Guess the adverb"
"clanging; empty; deserted
公園は||が○○||としていた。
彼は神とおぼしきものを目にして、飛び上||が○○||ばかりに喜びはじめた。
彼女は喜びのあまり跳び上||が○○||ばかりだった。","がらん","clanging; empty; deserted","Guess the adverb"
"by (from) choice; by (for) preference; o
若者は彼の本を||好○○||いる。
彼は毎日||好○○||独りで過ごす時間を持つ。
彼女は||好○○||新鮮な生野菜を食べます。","このんで,好んで","by (from) choice; by (for) preference; of one's own accord; of one's (own) free will; on purpose; deliberately; intentionally","Guess the adverb"
"coupled with; together
実用性と芸術性が||相○○○||住みよい家ができる。
性能のよさとデザインの優美さが両々||相○○○||本機種の声価を高めてきた。","あいまって,相まって","coupled with; together","Guess the adverb"
"just a little
||ほ○○○○||ください。
||ほ○○○○||しかアイヌ語は話せないよ。
||ほ○○○○||しかフランス語は話せないよ。","ほんのすこし,ほんの少し","just a little","Guess the adverb"
"always; without fail; invariably; usuall
手紙は英語で書くに||決○○○||るだろ。
本当に||決○○○||るじゃん。
トムは落ち込んでるに||決○○○||るよ。","きまって,決まって","always; without fail; invariably; usually; regularly","Guess the adverb"
"comparatively; relatively; fairly; rathe
トムって||割○||早口だね。
||割○||安いのもこの店の特長。
私の住んでいる町は||割○||小さいです。","わりと,割と","comparatively; relatively; fairly; rather; pretty; unexpectedly","Guess the adverb"
"never again
彼は彼女に||２○○||会わない決意であった。
彼らは||２○○||祖国へ戻ることはなかった。
彼をこの家へ||２○○||入れさせないつもりだ。
||二○○||こんな遅くなるんじゃないぞ。
||二○○||会えないかもしれない。
||二○○||教師はやりたくないってこと？","にどと,２度と,二どと,二度と","never again","Guess the adverb"
"in (quick) succession; soon (after)
アイドルのコンサート会場に、||追○○○||のファンがウジャウジャ集まっていた。
へえ、||追○○○||ている作家がいるんだね。","おっかけ,追っかけ","in (quick) succession; soon (after)","Guess the adverb"
"to one's heart's content; as much as one
時々、自分のけつを||思○○○||蹴りあげてやりたくなる。
私は||思○○○||働きたい。
早く外に出て||思○○○○||遊びたい。
試験日、||思○○○○||間違えたな。
頬に||思○○○○||殴りかかった。
||思○○○||泣いてよ。","おもいきり,思いきり,思い切り,おもいっきり,思いっきり","to one's heart's content; as much as one wants; as hard as one can; with all one's strength; to the best of one's ability; to the utmost; with determination; hard; heavily","Guess the adverb"
"entirely; completely; cleanly; snugly
もやがロンドンの町を||す○○○||と包んだ。
町が一面||す○○○||雪をかぶった。
鋳物が金型から||す○○○||とれた。","すっぽり","entirely; completely; cleanly; snugly","Guess the adverb"
"rather; sooner; preferably
||い○○||のこと捨ててしまえばよかった。
その仕事は||い○○||やめようかと思った。
雨の後には、太陽が||い○○||う明るく輝く。","いっそ","rather; sooner; preferably","Guess the adverb"
"just about to; almost; very nearly; very
||よ○○○||おなか空いてたんだね。
||よ○○○||の自信なんだなぁ。
掃除って下手な筋トレより||よ○○○||筋力つくよね。","よっぽど","just about to; almost; very nearly; very; greatly; much; considerably; to a large extent; quite","Guess the adverb"
"turning round; going around; turning abo
市内を||ぐ○○○||ご案内しましょう。
市内を||ぐ○○○||案内しましょう。
彼らは||ぐ○○○||回り道をしてやってきた。","ぐるっと","turning round; going around; turning about; rotating; surrounding; encircling","Guess the adverb"
"diligently; assiduously; industriously; 
彼女は||せ○○○||編み物に精を出していた。
彼女は今||せ○○○||やっています。
彼女は家事を||せ○○○||した。","せっせと,ちゃんと","diligently; assiduously; industriously; beavering away","Guess the adverb"
"comfortable; easy; calm; relaxed; loose;
こちらのシャツは少し||ゆ○○○||めですよ。
||ゆ○○○||した座椅子に座った。
彼女は||ゆ○○○||とした上着を着ていた。
この店、||ゆ○○○||しているよね。","ゆったり","comfortable; easy; calm; relaxed; loose; spacious","Guess the adverb"
"rich (taste); full-bodied (flavour, flav
展開が||ま○○○||すぎて早送りしたい。
温泉に行って||ま○○○||したい！
話し相手との会話が詰||ま○○○||、または何を話していいのか分からない時には、相槌を打つと効果的です。","まったり","rich (taste); full-bodied (flavour, flavor); mellow; laid-back (lifestyle); relaxed; comfortable","Guess the adverb"
"as always; as usual
||い○○○○||の1日でした。
今年も||い○○○○||お祭りが行われました。
私は||い○○○○||手を洗った。","いつもどおり,いつも通り","as always; as usual","Guess the adverb"
"gently; airily; fluffily
「トムは普段『可愛い』って漢字で書く？ ひらがなで書く？」「ぼくはひらがなの方が好きだな。||ふ○○○||した感じがして」
くしゃっとした感じで、||ふ○○○||とした髪型にしたいんです。
パンが||ふ○○○||焼けた。","ふんわり,ふわり","gently; airily; fluffily","Guess the adverb"
"firmly (shutting one's mouth); to be off
この||ム○○||する部屋の窓を開けて、空気の入れ替えをしてくれませんか。","ムッと","firmly (shutting one's mouth); to be offended; to get angry; to be annoyed; to be miffed; to be huffy; to be sullen; to be upset; to be stuffy; to be stifling; to be muggy","Guess the adverb"
"as expected; sure enough; just as one th
いいえ、私は||や○○||野菜を好んで食べます。
彼女は欠点があるがそれでも||や○○||美しい。
控えめに言っても||や○○||天才だ。","やはり,やっぱり","as expected; sure enough; just as one thought; after all (is said and done); in the end; as one would expect; in any case; too; also; as well; likewise; (not) either; still; as before; all the same; even so; still; nonetheless","Guess the adverb"
"clearly; plainly; distinctly
いつごろ将棋を覚えたか、||は○○○||しない。
いつ戻るか、||は○○○||分からないんだ。
もっと||は○○○||話せますか？
それについて||は○○○||させたいな。
||は○○○||とは分かってないよ。
今日は山が||は○○○||見える。","はっきり,きっぱり","clearly; plainly; distinctly","Guess the adverb"
"a little
「僕のこと怒ってる？」「うん。||ち○○○○||」
||ち○○○○||緊張してる。
俺たちが中学生の頃、トムって俺より||ち○○○○||チビだったんだ。","ちょびっと,ちょっと","a little","Guess the adverb"
"to be disappointed; to be dejected; to b
||が○○○||させてごめんなさい。
||が○○○||した。とても損した。
トムはすごく||が○○○||するだろうね。","がっかり","to be disappointed; to be dejected; to be downhearted; to be discouraged; to be disheartened; to lose heart; to feel let down; to feel exhausted; to feel drained","Guess the adverb"
"perfectly (suited); ideally; tightly; cl
彼女は夫のそばに||ぴ○○○||寄り添っていた。
彼女は父親に||ぴ○○○||としがみついていた。
服が||ぴ○○○||合っていた。","ぴったり","perfectly (suited); ideally; tightly; closely; exactly; precisely; suddenly (stopping)","Guess the adverb"
"continuously; the whole time; all the wa
これは||ず○○||昔建てられた。
ジェット機はプロペラ機よりも||ず○○||速い。
ジョンはトムより||ず○○||魅力的です。","ずっと,ずーっと","continuously; the whole time; all the way; throughout; much (more); (by) far; far and away; a lot; a great deal; far (away); long (ago, before, after); straight; directly","Guess the adverb"
"decisively; decidedly; boldly; once and 
その問題についての彼の意見は||ず○○||的を射ている。","ずばり","decisively; decidedly; boldly; once and for all; unreservedly; frankly; precisely; exactly","Guess the adverb"
