question,answer,comment,instruction
"茎
sample words:
歯茎
歯茎音
歯歯茎音",くき,"茎:stem, stalk
歯茎(はぐき):gums; gingiva
歯茎音(はぐきおん):alveolar consonant
歯歯茎音(ははぐきおん):denti-alveolar consonant",Jouyou. JLPT : N1
"華
sample words:
華がない
華鮫
華やぐ",はな,"華:flower
華がない(はながない):lacking charm; uninteresting; unappealing
華鮫(はなざめ):long-nose grey shark; spinner shark (Carcharhinus.
華やぐ(はなやぐ):to become brilliant; to become cheerful",Jouyou. JLPT : N1
"薪
sample words:
薪小屋
薪すとぶ
薪割",まき,"薪:firewood, kindling, fuel
薪小屋(まきごや):woodshed
薪すとぶ(まきすとぶ):wood-burning stove; wood stove
薪割(まきわり):axe; wood-chopping; hatchet; wood-splitting",Jouyou. JLPT : N1
"藍
sample words:
藍染芝生茸
藍屋
いんど藍",あい,"藍:indigo (blue); indigo plant
藍染芝生茸(あいぞめしばふたけ):Psilocybe subcaerulipes (species of psychoactive .
藍屋(あいや):indigo dyer
いんど藍(いんどあい):indigo",Jouyou. JLPT : N1
"藤
sample words:
支那藤
藤色
藤田すける",ふじ,"藤:wisteria
支那藤(しなふじ):Chinese wisteria (Wisteria sinensis)
藤色(ふじいろ):light purple
藤田すける(ふじたすける):Fujita scale (of tornado intensity); F-scale",Jouyou. JLPT : N1
"藻
sample words:
大かなだ藻
かなだ藻
玉藻",も,"藻:duckweed, seaweed
大かなだ藻(おおかなだも):Brazilian elodea (Egeria densa)
かなだ藻(かなだも):waterweed (any aquatic plant of genus Elodea, esp.
玉藻(たまも):seaweed",Jouyou. JLPT : N1
"虎
sample words:
虎蛾
虎斑
虎斑木菟",とら,"虎:tiger, drunkard
虎蛾(とらが):Chelonomorpha japona (species of owlet moth)
虎斑(とらふ):tiger stripes
虎斑木菟(とらふずく):long-eared owl (Asio otus); northern long-eared o.",Jouyou. JLPT : N1
"虹
sample words:
過剰虹
主虹
夕虹",にじ,"虹:rainbow
過剰虹(かじょうにじ):supernumerary rainbow
主虹(しゅにじ):primary rainbow
夕虹(ゆうにじ):evening rainbow",Jouyou. JLPT : N1
"蚊
sample words:
蚊取り
蚊火
蚊屋",か,"蚊:mosquito
蚊取り(かとり):mosquito repellent
蚊火(かび):smoky fire to repel mosquitoes
蚊屋(かや):mosquito net",Jouyou. JLPT : N1
"蛇
sample words:
がらがら蛇
蛇穴に入る
蛇革",へび,"蛇:snake
がらがら蛇(がらがらへび):rattlesnake
蛇穴に入る(へびあなにいる):snake hibernation
蛇革(へびがわ):snakeskin",Jouyou. JLPT : N1
"蛍
sample words:
蛍藺
蛍烏賊
蛍火",ほたる,"蛍:firefly
蛍藺(ほたるい):Scirpus hotarui (species of bulrush)
蛍烏賊(ほたるいか):firefly squid (Watasenia scintillans); sparkling .
蛍火(ほたるび):embers; glow of a firefly; nearly extinguished fi.",Jouyou. JLPT : N1
"裸
sample words:
裸えぷろん
裸になる
裸火",はだか,"裸:naked body, nude; uncovered, only partially cloth..
裸えぷろん(はだかえぷろん):being nude except for an apron; wearing nothing b.
裸になる(はだかになる):to take off one's clothes; to undress
裸火(はだかび):naked flame; naked light",Jouyou. JLPT : N1
"襟
sample words:
裏襟
襟髪
襟首を掴む",えり,"襟:neck, neckband, collar, lapel
裏襟(うらえり):neckband lining
襟髪(えりがみ):scruff of neck
襟首を掴む(えりくびをつかむ):to collar (someone); to grab (someone) by the scr.",Jouyou. JLPT : N1
"豚
sample words:
いべりこ豚
小豚
豚小屋",ぶた,"豚:pig, hog, swine
いべりこ豚(いべりこぶた):black Iberian pig
小豚(こぶた):piglet
豚小屋(ぶたごや):pigsty",Jouyou. JLPT : N1
"趣
sample words:
趣のある
趣深い",おもむき,"趣:import, meaning, contents. tenor, gist; tone, tou.
趣のある(おもむきのある):tasteful; refined; charming; elegant; attractive
趣深い(おもむきぶかい):tasteful; elegant; enchanting; charming; refined",Jouyou. JLPT : N1
"跡
sample words:
跡地
跡付ける
跡目",あと,"跡:mark, print, impression; trace, track, trail; wak.
跡地(あとち):site (e.g. of a demolished building); former site.
跡付ける(あとづける):to trace; to inquire into
跡目(あとめ):headship of a family; family property",Jouyou. JLPT : N1
"邪
sample words:
邪まな心",よこしま,"邪:injustice, unrighteousness, wickedness
邪まな心(よこしまなこころ):evil heart",Jouyou. JLPT : N1
"酢
sample words:
お酢
生酢
胡麻酢",す,"酢:vinegar
お酢(おす):vinegar
生酢(きず):pure vinegar; unadulterated vinegar
胡麻酢(ごまず):sesame vinegar",Jouyou. JLPT : N1
"釣
sample words:
釣餌
釣り下がる
釣りに行く",つり,"釣:angle, fish, catch; decoy, allure
釣餌(つりえ):bait (for fishing)
釣り下がる(つりさがる):to hang down; to dangle
釣りに行く(つりにいく):to go fishing",Jouyou. JLPT : N1
"鈴
sample words:
馬の鈴草
熊鈴
鈴懸の木",すず,"鈴:bell
馬の鈴草(うまのすずくさ):birthwort (Aristolochia debilis)
熊鈴(くますず):bear bell
鈴懸の木(すずかけのき):plane tree (esp. the Oriental plane, Platanus ori.",Jouyou. JLPT : N1
"鉛
sample words:
あじ化鉛
うらん鉛法
くろむ酸鉛",なまり,"鉛:lead(metal)
あじ化鉛(あじかなまり):lead azide
うらん鉛法(うらんなまりほう):uranium-lead method
くろむ酸鉛(くろむさんなまり):lead chromate (PbCrO4)",Jouyou. JLPT : N1
"錦
sample words:
錦絵
錦川清流線
錦木",にしき,"錦:brocade; fine dress; honors
錦絵(にしきえ):multi-colour woodblock print; nishiki-e
錦川清流線(にしきがわせいりゅうせん):Nishikigawa Seiryu Line
錦木(にしきぎ):burning bush; winged euonymus; winged spindle-tre.",Jouyou. JLPT : N1
"鎌
sample words:
鎌入れ
鎌尾根
鎌倉彫り",かま,"鎌:sickle, scythe; trick
鎌入れ(かまいれ):harvesting
鎌尾根(かまおね):arete; sharp ridge
鎌倉彫り(かまくらぼり):carvings of the Kamakura style",Jouyou. JLPT : N1
"鎖
sample words:
あすぷ鎖蛇
鎖編み
鎖付図書",くさり,"鎖:chain; irons; connection
あすぷ鎖蛇(あすぷくさりへび):asp viper (Vipera aspis)
鎖編み(くさりあみ):chain stitch
鎖付図書(くさりつきとしょ):library where the books are attached to their boo.",Jouyou. JLPT : N1
"鐘
sample words:
鐘撞
鐘を突く
除夜の鐘",かね,"鐘:bell, gong, chimes, carillon
鐘撞(かねつき):ringing of a bell; bell ringer
鐘を突く(かねをつく):to strike a bell
除夜の鐘(じょやのかね):temple bell rung 108 times on New Year's Eve",Jouyou. JLPT : N1
"陰
sample words:
陰付け処理
陰で
陰に日に",かげ,"陰:darken; cloud up; be obscured; shade; back; (your.
陰付け処理(かげつけしょり):shading
陰で(かげで):behind one's back
陰に日に(かげにひに):at any time; at all times; in rain or shine; reli.",Jouyou. JLPT : N1
"隣
sample words:
隣合う
隣付き合い
真隣",となり,"隣:adjoin, nextdoor neighbor, adjoining
隣合う(となりあう):to sit side by side; to adjoin each other
隣付き合い(となりづきあい):neighborly relations; neighbourly relations
真隣(まとなり):immediately adjacent",Jouyou. JLPT : N1
"雄
sample words:
雄犬
雄馬
雄こねくた",おす,"雄:male
雄犬(おすいぬ):male dog
雄馬(おすうま):male horse
雄こねくた(おすこねくた):male connector",Jouyou. JLPT : N1
"雄
sample words:
雄鳥
雄馬",おん,"雄:male
雄鳥(おんどり):cock; chanticleer; rooster
雄馬(おんま):male horse",Jouyou. JLPT : N1
"雌
sample words:
雌犬
雌こねくた
雌猫",めす,"雌:female
雌犬(めすいぬ):bitch; female dog
雌こねくた(めすこねくた):female connector
雌猫(めすねこ):female cat",Jouyou. JLPT : N1
"雌
sample words:
雌鶏",めん,"雌:female
雌鶏(めんどり):hen; female bird",Jouyou. JLPT : N1
"雷
sample words:
雷が落ちる
雷が鳴る
雷さじ",かみなり,"雷:thunder
雷が落ちる(かみなりがおちる):to be scolded harshly; to be yelled at (by someon.
雷が鳴る(かみなりがなる):to thunder
雷さじ(かみなりさじ):lightning surge",Jouyou. JLPT : N1
"雷
sample words:
雷雲",いかずち,"雷:thunder
雷雲(いかずちぐも):thundercloud",Jouyou. JLPT : N1
"霊
sample words:
御霊屋
蚕霊
言霊思想",たま,"霊:soul, spirit
御霊屋(おたまや):mausoleum
蚕霊(こだま):guardian deity of silkworms
言霊思想(ことだましそう):belief that reality is affected by the spoken wor..",Jouyou. JLPT : N1
"霜
sample words:
霜がおりる
霜枯れる
霜解け",しも,"霜:frost
霜がおりる(しもがおりる):to become covered with frost; to become frosty; t.
霜枯れる(しもがれる):to be withered or nipped by frost
霜解け(しもどけ):thawing; thaw",Jouyou. JLPT : N1
"霧
sample words:
霧深い
霧吹き
狭霧",きり,"霧:mist, fog, spray
霧深い(きりぶかい):foggy; misty
霧吹き(きりふき):atomizer; atomiser; vaporizer; sprayer; spraying
狭霧(さぎり):mist; fog",Jouyou. JLPT : N1
"露
sample words:
露知らず
露に濡れた
露の間",つゆ,"露:dew; dewdrops; tears; mortality, flimsiness; (wit.
露知らず(つゆしらず):without the slightest idea (that); not knowing at.
露に濡れた(つゆにぬれた):dewy; wet with dew
露の間(つゆのま):instant",Jouyou. JLPT : N1
"駒
sample words:
小駒
駒落ち
駒座",こま,"駒:horse; colt, pony; chessman; frame (of a film); b.
小駒(こごま):minor piece
駒落ち(こまおち):handicap
駒座(こまざ):Equuleus (constellation); the Colt",Jouyou. JLPT : N1
"鬼
sample words:
鬼ごっこ
鬼のように
鬼歯",おに,"鬼:devil, demon, ghost; spirits of the dead; fiend; .
鬼ごっこ(おにごっこ):tag (children's game); tig
鬼のように(おにのように):like the devil; extremely; as a demon; very
鬼歯(おにば):protruding tooth (like a fang)",Jouyou. JLPT : N1
"魂
sample words:
死せる魂
魂不死説
面魂",たましい,"魂:soul, spirit
死せる魂(しせるたましい):Dead Souls (novel by Gogol); Myortvye dushi
魂不死説(たましいふしせつ):(theory of) the immortality of the soul
面魂(つらだましい):determined expression; fierce or defiant look; pl.",Jouyou. JLPT : N1
"鯨
sample words:
鯨取り
仔鯨
小背美鯨",くじら,"鯨:whale
鯨取り(くじらとり):whaling
仔鯨(こくじら):whale calf
小背美鯨(こせみくじら):pygmy right whale (Caperea marginata)",Jouyou. JLPT : N1
"鶏
sample words:
巣鶏
鶏がらすぷ
鶏みんち",とり,"鶏:chicken
巣鶏(すどり):setting hen
鶏がらすぷ(とりがらすぷ):chicken soup; chicken broth
鶏みんち(とりみんち):ground chicken; minced chicken",Jouyou. JLPT : N1
"鶏
sample words:
鶏小屋",にわとり,"鶏:chicken
鶏小屋(にわとりごや):chicken coop; henhouse",Jouyou. JLPT : N1
"鶴
sample words:
かなだ鶴
鶴科
鶴座",つる,"鶴:crane, stork
かなだ鶴(かなだづる):sandhill crane (Grus canadensis)
鶴科(つるか):Gruidae (bird family comprising the cranes)
鶴座(つるざ):the Crane; Grus (constellation)",Jouyou. JLPT : N1
"鹿
sample words:
仔鹿
鹿爪らしい
ふぁろ鹿",しか,"鹿:deer
仔鹿(こじか):fawn
鹿爪らしい(しかつめらしい):grave; formal; stern; stiff; solemn; pompous
ふぁろ鹿(ふぁろじか):fallow deer",Jouyou. JLPT : N1
"鹿
sample words:
鹿子
鹿子
小馬鹿",か,"鹿:deer
鹿子(かこ):fawn; deer
鹿子(かご):fawn; deer
小馬鹿(こばか):someone beneath one's contempt; fool",Jouyou. JLPT : N1
"麻
sample words:
麻裏草履
麻綱
麻縄",あさ,"麻:flax, hemp, ramie, jute, linen
麻裏草履(あさうらぞうり):hemp-soled sandals
麻綱(あさづな):hemp rope
麻縄(あさなわ):hemp rope",Jouyou. JLPT : N1
"亀
sample words:
阿亀
亀の子縛り
亀の子束子",かめ,"亀:turtle, tortoise
阿亀(おかめ):homely woman (esp. one with a small low nose, hig...
亀の子縛り(かめのこしばり):tieing up (e.g. a prisoner) with a criss-cross ro.
亀の子束子(かめのこたわし):tortoise-shaped scrubbing brush (from company nam.",Jouyou. JLPT : N1
"玉
sample words:
しゃぼん玉
玉菜
玉藻",たま,"玉:ball, bowl, sphere, bulb; lens; gem, jewel, bulle..
しゃぼん玉(しゃぼんだま):soap bubble
玉菜(たまな):cabbage
玉藻(たまも):seaweed",Jouyou. JLPT : N2
"竹
sample words:
竹馬に乗る
竹切れ
竹簀",たけ,"竹:bamboo; bamboo wind instrument
竹馬に乗る(たけうまにのる):to walk on stilts
竹切れ(たけぎれ):bamboo chip
竹簀(たけす):bamboo screen or blind",Jouyou. JLPT : N2
"糸
sample words:
亜麻糸
糸屋
織り糸",いと,"糸:thread, yarn; gut; string (of a violin); (fish) l.
亜麻糸(あまいと):flax yarn
糸屋(いとや):yarn seller
織り糸(おりいと):strand",Jouyou. JLPT : N2
"虫
sample words:
でで虫
でんでん虫
虫気",むし,"虫:worm, vermin, bug, insect; temper; nervousness, p.
でで虫(ででむし):snail
でんでん虫(でんでんむし):snail
虫気(むしけ):nervous weakness",Jouyou. JLPT : N2
"貝
sample words:
貝ぼたん
胡麻斑玉貝
稚貝",かい,"貝:shell, shellfish
貝ぼたん(かいぼたん):mother-of-pearl button
胡麻斑玉貝(ごまふたまがい):tiger moon shell (Natica tigrina)
稚貝(ちがい):shellfish fry",Jouyou. JLPT : N2
"丸
sample words:
でたの丸め
丸木
丸ぺん",まる,"丸:full (month); perfection; purity; the ship-name s....
でたの丸め(でたのまるめ):data rounding
丸木(まるき):log
丸ぺん(まるぺん):mapping pen",Jouyou. JLPT : N2
"公
sample words:
公所
公にする
公の施設",おおやけ,"公:public, open; official, governmental; formal
公所(おおやけどころ):imperial court; government office; government lan.
公にする(おおやけにする):to make public
公の施設(おおやけのしせつ):public facility",Jouyou. JLPT : N2
"寺
sample words:
御寺
お寺さん
寺から里へ",てら,"寺:temple
御寺(おてら):temple; monk
お寺さん(おてらさん):monk
寺から里へ(てらからさとへ):putting the cart before the horse",Jouyou. JLPT : N2
"戸
sample words:
井戸
江戸語
がらす戸",と,"戸:door
井戸(いど):water well
江戸語(えどご):Edo dialect
がらす戸(がらすど):glass door",Jouyou. JLPT : N2
"星
sample words:
図星
星を落とす
目星",ほし,"星:star; spot, dot, mark; bull's eye; one's fortune;.
図星(ずぼし):bull's-eye; the mark
星を落とす(ほしをおとす):to lose
目星(めぼし):aim; objective; mark",Jouyou. JLPT : N2
"毛
sample words:
毛だらけ
毛の生えた
毛ばたき",け,"毛:hair, fur, feather, down
毛だらけ(けだらけ):hairy; furry
毛の生えた(けのはえた):a bit better than; not much more than; not much d.
毛ばたき(けばたき):feather duster",Jouyou. JLPT : N2
"岩
sample words:
赤足岩鷓鴣
岩根
岩間",いわ,"岩:rock, crag; reef
赤足岩鷓鴣(あかあしいわしゃこ):red-legged partridge (Alectoris rufa)
岩根(いわね):rock
岩間(いわま):among rocks",Jouyou. JLPT : N2
"羽
sample words:
一羽
音羽屋
柏崎刈羽",わ,"羽:feather; plumage, wing; blade, paddle, fan
一羽(いちわ):one (bird)
音羽屋(おとわや):Otowaya (stage name of a kabuki family)
柏崎刈羽(かしさきかりわ):Kashiwazaki Kariwa",Jouyou. JLPT : N2
"羽
sample words:
尾羽
毛羽だつ
手羽",は,"羽:feather; plumage, wing; blade, paddle, fan
尾羽(おは):tail and feathers
毛羽だつ(けばだつ):to become fluffy
手羽(てば):chicken wing",Jouyou. JLPT : N2
"角
sample words:
枝角
角書き
角胡麻",つの,"角:corner, angle; edge; angularity; harshness; horn,.
枝角(えだつの):antler
角書き(つのがき):two-line subtitle
角胡麻(つのごま):unicorn-plant (Proboscidea louisianica); devil's .",Jouyou. JLPT : N2
"角
sample words:
角が取れる
角地
角っこ",かど,"角:corner, angle; edge; angularity; harshness; horn,.
角が取れる(かどがとれる):to become softened by maturity; to mellow
角地(かどち):corner lot
角っこ(かどっこ):edge; corner",Jouyou. JLPT : N2
"谷
sample words:
気圧の谷
死の谷
真宗大谷派",たに,"谷:valley, dale, ravine; trough (of a wave); trough .
気圧の谷(きあつのたに):low pressure trough
死の谷(しのたに):valley of death (barrier between product developm.
真宗大谷派(しんしゅうおおたには):Otani sect of Shinshu",Jouyou. JLPT : N2
"雲
sample words:
おるとの雲
かなとこ雲
雲子",くも,"雲:cloud
おるとの雲(おるとのくも):Oort cloud
かなとこ雲(かなとこぐも):anvil cloud
雲子(くもこ):cod roe; cod milt",Jouyou. JLPT : N2
"麦
sample words:
押し割り麦
おと麦
小麦",むぎ,"麦:wheat, barley, oats, rye
押し割り麦(おしわりむぎ):pressed barley
おと麦(おとむぎ):oats
小麦(こむぎ):wheat",Jouyou. JLPT : N2
"坂
sample words:
坂田鮫
坂豚
坂道",さか,"坂:incline, slope, hill
坂田鮫(さかたざめ):yellow guitarfish (Rhinobatos schlegelii)
坂豚(さかぶた):soccer fan
坂道(さかみち):hill road",Jouyou. JLPT : N2
"岸
sample words:
彼の岸
岸辺",きし,"岸:bank, shore, coast, brink
彼の岸(かのきし):nirvana
岸辺(きしべ):bank (of a body of water); shore",Jouyou. JLPT : N2
"島
sample words:
島土禰利古
千島
八島",しま,"島:island
島土禰利古(しまとねりこ):Himalayan ash (Fraxinus griffithii); Griffith's a.
千島(ちしま):Kurile Islands
八島(やしま):Japan",Jouyou. JLPT : N2
"庫
sample words:
庫入れ
庫出し",くら,"庫:storehouse
庫入れ(くらいれ):storing in a warehouse; warehousing
庫出し(くらだし):delivery (of goods from a storehouse); releasing .",Jouyou. JLPT : N2
"板
sample words:
板子
板さん
板戸",いた,"板:board, plank; planking; plate, sheet; the stage
板子(いたご):ship plank
板さん(いたさん):cook
板戸(いたど):wooden door",Jouyou. JLPT : N2
"柱
sample words:
天の御柱
茶柱が立つ
継ぎ柱",はしら,"柱:pillar, column, post, pole; support, prop, stay; .
天の御柱(あまのみはしら):Ama no Mihashira; the heavenly pillar on Onokoro ..
茶柱が立つ(ちゃばしらがたつ):a tea stalk floats upright in one's cup (consider.
継ぎ柱(つぎばしら):spliced pole (building, electrical)",Jouyou. JLPT : N2
"根
sample words:
刈り根
根っ木打ち
根を下ろす",ね,"根:root; base (of a hill); head (of a boil); origin;.
刈り根(かりね):stubble
根っ木打ち(ねっきうち):children's game in which a wooden stick driven in.
根を下ろす(ねをおろす):to take root",Jouyou. JLPT : N2
"橋
sample words:
石橋美術館
木橋
土橋",はし,"橋:bridge
石橋美術館(いしばしびじゅつかん):Ishibashi Museum of Art
木橋(きばし):wooden bridge
土橋(どばし):earthen bridge",Jouyou. JLPT : N2
"氷
sample words:
魚氷に上る
角氷
氷あんか",こおり,"氷:ice; shaved ice. hail
魚氷に上る(うおこおりにのぼる):third climate of spring (when the ice breaks and .
角氷(かくごおり):ice cube
氷あんか(こおりあんか):ice anchor",Jouyou. JLPT : N2
"油
sample words:
油画
油さし
油ぺいんと",あぶら,"油:oil
油画(あぶらえ):oil painting
油さし(あぶらさし):oilcan
油ぺいんと(あぶらぺいんと):oil paint",Jouyou. JLPT : N2
"波
sample words:
入り波
津波
波路",なみ,"波:wave, billows
入り波(いりなみ):incoming wave
津波(つなみ):tsunami; tidal wave
波路(なみじ):sea route",Jouyou. JLPT : N2
"湖
sample words:
白鳥の湖",みずうみ,"湖:lake
白鳥の湖(はくちょうのみずうみ):Swan Lake (ballet)",Jouyou. JLPT : N2
"湯
sample words:
御湯
湯水のように
微温湯につかる",ゆ,"湯:hot water, hot bath, hot spring
御湯(おゆ):hot water; hot bath
湯水のように(ゆみずのように):like water; like it grows on trees
微温湯につかる(ぬるまゆにつかる):to be relaxed; to be comfortable; to be easy; to .",Jouyou. JLPT : N2
"炭
sample words:
活け炭
木炭
炭火",すみ,"炭:charcoal
活け炭(いけずみ):banked fire; live charcoal banked up and covered .
木炭(きずみ):charcoal
炭火(すみび):charcoal fire",Jouyou. JLPT : N2
"皮
sample words:
皮具
背皮
ぱい皮",かわ,"皮:skin; hide; leather; fur, pelt; bark; peeling, hu.
皮具(かわぐ):leather goods
背皮(せがわ):back of a leatherbound book
ぱい皮(ぱいがわ):pie crust",Jouyou. JLPT : N2
"皿
sample words:
受皿となる
お皿
菓子皿",さら,"皿:dish; a helping; a course
受皿となる(うけざらとなる):to host; to act as a receptacle; to take on; to r.
お皿(おさら):dish; plate
菓子皿(かしざら):cake dish",Jouyou. JLPT : N2
"祭
sample words:
夜祭
だんじり祭り",まつり,"祭:offer prayers; celebrate; deify; enshrine; worshi.
夜祭(よまつり):night festival
だんじり祭り(だんじりまつり):cart-pulling festival; danjiri festival",Jouyou. JLPT : N2
"筆
sample words:
絵筆
筆付き
筆に任せる",ふで,"筆:writing brush, paintbrush; writing, drawing, pain..
絵筆(えふで):paintbrush
筆付き(ふでつき):brushwork
筆に任せる(ふでにまかせる):to write freely; to let one's pen wander",Jouyou. JLPT : N2
"緑
sample words:
黄緑
濃緑
緑がかった",みどり,"緑:green, verdure
黄緑(きみどり):yellow-green; pea green
濃緑(こみどり):dark green; deep green
緑がかった(みどりがかった):tinged with green; greenish",Jouyou. JLPT : N2
"荷
sample words:
浮き荷
駄荷
荷揚げ場",に,"荷:load, baggage, freight, cargo; burden
浮き荷(うきに):flotsam
駄荷(だに):horse's load
荷揚げ場(にあげば):landing place",Jouyou. JLPT : N2
"血
sample words:
生き血
黄血
血が止まる",ち,"血:blood, consanguinity
生き血(いきち):lifeblood
黄血(きぢ):brandling (when used as fishing bait)
血が止まる(ちがとまる):to stop bleeding",Jouyou. JLPT : N2
"鼻
sample words:
鼻血
鼻ぺちゃ
鼻輪",はな,"鼻:nose; snout, muzzle
鼻血(はなじ):nosebleed
鼻ぺちゃ(はなぺちゃ):small, flat nose
鼻輪(はなわ):nose ring",Jouyou. JLPT : N2
"仲
sample words:
いい仲
仲仕
仲値",なか,"仲:relation, relationship
いい仲(いいなか):love for one another
仲仕(なかし):longshoreman; baggageman
仲値(なかね):medium or average price",Jouyou. JLPT : N2
"児
sample words:
江戸っ児
鹿児島県警
鹿児島大学",こ,"児:child
江戸っ児(えどっこ):Edoite; (true) Tokyoite; Tokyo native
鹿児島県警(かごしまけんけい):Kagoshima Prefectural Police (abbr)
鹿児島大学(かごしまだいがく):Kagoshima University",Jouyou. JLPT : N2
"印
sample words:
感謝の印
き印
下矢印き",しるし,"印:sign, mark; symbol, emblem; badge; evidence; souv..
感謝の印(かんしゃのしるし):token of appreciation
き印(きじるし):madman; madness
下矢印き(したやじるしき):down arrow key",Jouyou. JLPT : N2
"各
sample words:
各方",おのおの,"各:each, every, either, respectively
各方(おのおのがた):all of you (pronoun)",Jouyou. JLPT : N2
"型
sample words:
埋込型
不知火型
日本型",がた,"型:model, mold, matrix, impression; style, type, pat.
埋込型(うめこみがた):flush mount (fan, etc.); embedded style
不知火型(しらぬいがた):Shiranui style of grand champion's ring-entering .
日本型(にほんがた):Japanese model; Japanese way; Japanese style",Jouyou. JLPT : N2
"型
sample words:
鋳型
えす字型
お型",かた,"型:model, mold, matrix, impression; style, type, pat.
鋳型(いがた):template; mold; mould
えす字型(えすじがた):S-shape
お型(おがた):type O (blood, etc.)",Jouyou. JLPT : N2
"塩
sample words:
塩気
塩っ気
塩に漬ける",しお,"塩:salt, seasoning
塩気(しおけ):saltiness
塩っ気(しおっけ):saltiness
塩に漬ける(しおにつける):to preserve in salt",Jouyou. JLPT : N2
"孫
sample words:
お孫さん
曽孫
孫さん",まご,"孫:grandchild
お孫さん(おまごさん):grandchild
曽孫(ひまご):great-grandchild
孫さん(まごさん):grandchild",Jouyou. JLPT : N2
"希
sample words:
極希
類希",まれ,"希:Greece
極希(ごくまれ):extremely rare
類希(たぐいまれ):exceptional; incomparable; rare; matchless; uniqu.",Jouyou. JLPT : N2
"帯
sample words:
帯揚げ
帯ぐらふ
帯地",おび,"帯:belt, sash, girdle, band; belting. wear (at the b...
帯揚げ(おびあげ):obi sash
帯ぐらふ(おびぐらふ):bar graph; rectangular graph
帯地(おびじ):obi cloth or material",Jouyou. JLPT : N2
"底
sample words:
底打ち
底が割れる
底知れない",そこ,"底:bottom; sole; depth, bowels (of the earth); botto.
底打ち(そこうち):bottoming out
底が割れる(そこがわれる):to come to light; to be revealed; to be exposed; .
底知れない(そこしれない):immeasurable; bottomless; unlimited; inexhaustibl.",Jouyou. JLPT : N2
"札
sample words:
木札
下げ札
手札代り",ふだ,"札:tag, placard; name plate; check; charm, (playing).
木札(きふだ):wooden tag
下げ札(さげふだ):tag; label
手札代り(てふだがわり):giving a gift",Jouyou. JLPT : N2
"案
sample words:
八脚の案",つくえ,"案:proposition, suggestion, plan, idea; opinion; exp.
八脚の案(やつあしのつくえ):eight-legged table (used as a stand for religious.",Jouyou. JLPT : N2
"標
sample words:
道標
目標",しるし,"標:signpost; mark; target; designate
道標(みちじるし):guidepost; signpost
目標(めじるし):landmark; guide; mark (for quick identification o.",Jouyou. JLPT : N2
"灯
sample words:
灯りを消す
月灯かり",あかり,"灯:a light
灯りを消す(あかりをけす):to turn the lights off
月灯かり(つきあかり):moonlight",Jouyou. JLPT : N2
"灯
sample words:
灯明り
灯涼し
灯点し頃",ひ,"灯:a light
灯明り(ひあかり):lamplight; torchlight
灯涼し(ひすずし):coolness of distant twinkling lights (on a summer.
灯点し頃(ひともしごろ):lamp-lighting time; early evening; dusk; lighting.",Jouyou. JLPT : N2
"節
sample words:
小節
節織り
節付け",ふし,"節:joint, knuckle; knob, lump, knot; tune, melody; p.
小節(こぶし):undulating melodic ornamentation or embellishment..
節織り(ふしおり):made of knotted silk
節付け(ふしづけ):composition; setting to music",Jouyou. JLPT : N2
"管
sample words:
管狐
管水母
管継手",くだ,"管:pipe, tube; drunken talk
管狐(くだぎつね):pipe fox; fox-like spirit kept inside a bamboo tu..
管水母(くだくらげ):siphonophore
管継手(くだつぎて):pipe joint",Jouyou. JLPT : N2
"粉
sample words:
粉茶
粉ふるい
粉みそ",こな,"粉:flour, meal, powder
粉茶(こなちゃ):powdered (green) tea
粉ふるい(こなふるい):flour sifter
粉みそ(こなみそ):powdered miso",Jouyou. JLPT : N2
"粉
sample words:
金粉
粉糠
擂り粉木",こ,"粉:flour, meal, powder
金粉(きんこ):gold dust
粉糠(こぬか):rice bran
擂り粉木(すりこぎ):pestle",Jouyou. JLPT : N2
"衣
sample words:
天の羽衣
毛衣
衣手",ころも,"衣:clothes, robe; dressing; frosting; coating
天の羽衣(あまのはごろも):angel's feathered robe
毛衣(けごろも):clothes made with the down of birds; fur coat (to.
衣手(ころもで):sleeve",Jouyou. JLPT : N2
"軍
sample words:
軍場
勝ち軍
夜軍",いくさ,"軍:army, force, troops
軍場(いくさば):battlefield; battleground
勝ち軍(かちいくさ):winning a battle; victorious battle; victory
夜軍(よいくさ):night battle",Jouyou. JLPT : N2
"輪
sample words:
知恵の輪
輪差
輪奈",わ,"輪:circle, ring, link, wheel, hoop, loop
知恵の輪(ちえのわ):wire puzzle; disentanglement puzzle
輪差(わさ):loop; snare
輪奈(わな):loop (of thread, string, etc.)",Jouyou. JLPT : N2
"陸
sample words:
陸っ張り
陸湯
陸蓮根",おか,"陸:land
陸っ張り(おかっぱり):bank fishing; shore fishing
陸湯(おかゆ):hot water used for cleaning up
陸蓮根(おかれんこん):okra (Abelmoschus esculentus)",Jouyou. JLPT : N2
"仏
sample words:
あが仏
吾が仏尊し
神様仏様",ほとけ,"仏:Buddha; merciful person; Buddhist image; the dead
あが仏(あがほとけ):my dear; my Buddha
吾が仏尊し(あがほとけとうとし):being narrow-minded; putting one's own beliefs on.
神様仏様(かみさまほとけさま):Gods and Buddhas; God and Buddha; one's guardian .",Jouyou. JLPT : N2
"仮
sample words:
仮埋め
仮刷り
仮ぽいんた",かり,"仮:tempory, provisional; informal, unauthorized; fle...
仮埋め(かりうめ):temporary burial
仮刷り(かりずり):proof printing
仮ぽいんた(かりぽいんた):dummy pointer",Jouyou. JLPT : N2
