Question,Answer,Comment,Instruction,Render as
"cell","乾電池,荷物,核,太陽電池,電池,卵子,細胞,白血球,留置場,携帯,細胞内,核分裂","乾電池 dry cell
荷物 payload(packet,cell,)
核 nucleus(cell)
太陽電池 solar cell
電池 cell
卵子 egg cell
細胞 cell(organization,communist party);cell
白血球 white blood cell
留置場 police cell
携帯 cell phone
細胞内 inside cell
核分裂 karyokinesis(division cell nucleus during mito",Guess Vocab related to Keyword,Text
"dismissal","免職,拒絶反応,ご免,更迭,辞令,罷免,御免,解雇,退学,棄却,解任,首","免職 dismissal
拒絶反応 unthinking dismissal
ご免 dismissal
更迭 dismissal(minister)
辞令 notice personnel change(appointment,dismissal,)
罷免 dismissal(position)
御免 dismissal
解雇 dismissal(employee)
退学 dismissal
棄却 dismissal
解任 dismissal(post)
首 dismissal(job)",Guess Vocab related to Keyword,Text
"excitement","沸騰,鎮める,冷める,感動,興奮,激動,刺激,鼻息,挑発,熱気,動揺,気負い","沸騰 excitement
鎮める calm(nerves,excitement,)
冷める cool(excitement,temper,)
感動 excitement
興奮 excitement
激動 excitement
刺激 excitement
鼻息 excitement
挑発 excitement
熱気 excitement
動揺 excitement
気負い excitement",Guess Vocab related to Keyword,Text
"flight","行程,便,最終,段,逃走,逃亡,運航,脱走,逃避,大尉,難航,飛行","行程 flight
便 flight(airline flight)
最終 last train(bus,flight,
段 (flight)steps
逃走 flight
逃亡 flight
運航 flight
脱走 flight
逃避 flight
大尉 flight lieutenant(RAF,RAAF,RNZAF,)
難航 hard flight
飛行 flight;take flight",Guess Vocab related to Keyword,Text
"guide","添える,入門,図鑑,手引書,目印,手引き,導く,指針,手引,指導者,盲導犬,目当て","添える accompany(aid,guide,translator,)
入門 guide
図鑑 field guide
手引書 guide
目印 guide
手引き acting guide;guide
導く guide
指針 guide
手引 guide;acting guide
指導者 guide
盲導犬 guide dog
目当て guide",Guess Vocab related to Keyword,Text
"hurt","痛む,傷つける,傷,損なう,傷める,損ねる,傷む,苦しめる,傷付ける,害する,故障,痛める","痛む hurt
傷つける hurt feelings(pride,)
傷 hurt feelings;(emotional)hurt
損なう hurt
傷める hurt;hurt pocket
損ねる hurt
傷む hurt
苦しめる hurt
傷付ける hurt feelings(pride,)
害する hurt
故障 hurt
痛める hurt pocket;hurt",Guess Vocab related to Keyword,Text
"recognition","光学式文字認識,市民権,認識,承認,表彰,見覚え,評価,公認,認知,目印,認め,認定","光学式文字認識 optical character recognition
市民権 social recognition
認識 recognition
承認 recognition
表彰 public recognition(achievements,good deeds,)
見覚え recognition
評価 recognition
公認 official recognition
認知 recognition
目印 mark(quick identification recognition)
認め recognition
認定 recognition",Guess Vocab related to Keyword,Text
"regret","哀悼,恨み,反省,悲しむ,悔い,無念,嘆く,後悔,悔し泣き,惜しむ,未練,痛恨","哀悼 regret
恨み regret;matter regret
反省 regret
悲しむ regret
悔い regret
無念 regret
嘆く regret
後悔 regret
悔し泣き tears regret
惜しむ regret(loss)
未練 regret
痛恨 deep regret",Guess Vocab related to Keyword,Text
"sequence","型,序,立て続け,次第に,系列,手順,連作,列,順序,序で,経緯,続き","型 kata(set sequence positions movements martial ar
序 sequence
立て続け sequence
次第に sequence
系列 sequence
手順 sequence
連作 sequence
列 sequence
順序 sequence
序で sequence
経緯 sequence events
続き sequence",Guess Vocab related to Keyword,Text
"slump","失速,不景気,下落,低落,崩れる,不況,落ち込む,湿る,不振,低迷,不調,暴落","失速 slump
不景気 economic slump
下落 slump
低落 slump
崩れる slump
不況 slump
落ち込む slump(business,economy,)
湿る slump
不振 slump
低迷 slump
不調 slump
暴落 slump",Guess Vocab related to Keyword,Text
"soul","仏,神髄,同志,打ち込む,霊,真髄,精神,気迫,魂,鎮める,生命,鎮魂","仏 departed soul
神髄 soul
同志 kindred soul
打ち込む put heart soul
霊 soul;departed soul
真髄 soul
精神 soul
気迫 soul
魂 soul
鎮める appease(spirit,soul,)
生命 soul
鎮魂 ceremony repose departed soul;repose soul",Guess Vocab related to Keyword,Text
"unusual","異例,奇抜,例外的,珍しい,変わる,異色,変わった,異物,変わり,異変,特段,非常","異例 unusual
奇抜 (very)unusual
例外的 unusual
珍しい unusual
変わる unusual
異色 unusual
変わった unusual
異物 unusual object
変わり unusual event
異変 unusual event
特段 unusual
非常 unusual",Guess Vocab related to Keyword,Text
"visitor","接する,お土産,取り次ぐ,来客,お客様,お客さま,客,訪問者,土産,賓客,常連,来賓","接する receive(visitor)
お土産 present brought visitor
取り次ぐ announce(visitor);inform(visitor,phone call,)
来客 visitor
お客様 visitor
お客さま visitor
客 visitor
訪問者 visitor
土産 present brought visitor
賓客 visitor
常連 regular visitor
来賓 visitor",Guess Vocab related to Keyword,Text
"wave","津波,電波,招く,穂,寒波,振り,好景気,波,振り回す,猛暑,振る,翻す","津波 tidal wave
電波 radio wave
招く wave
穂 crest(wave)
寒波 cold wave
振り wave
好景気 (wave)prosperity
波 wave
振り回す wave
猛暑 heat wave
振る wave
翻す wave(skirt,cape,)",Guess Vocab related to Keyword,Text
"achievement","成功,功績,偉業,奏功,働き,達成,傑作,快挙,輝かしい,手柄,業績","成功 achievement
功績 achievement
偉業 great achievement
奏功 achievement
働き achievement
達成 achievement
傑作 crowning achievement
快挙 brilliant achievement
輝かしい splendid(achievement,success)
手柄 achievement
業績 achievement",Guess Vocab related to Keyword,Text
"aspect","所,側面,向き,完了,局面,全容,面,方面,様相,点,趣","所 aspect
側面 aspect
向き aspect
完了 perfect(tense,form,aspect)
局面 aspect
全容 whole aspect
面 aspect
方面 aspect
様相 aspect
点 aspect
趣 aspect",Guess Vocab related to Keyword,Text
"ban","差し止め,解除,解く,禁ずる,解ける,禁じる,停止,禁止,戒め,解禁,戒める","差し止め ban
解除 lifting(ban,sanctions,)
解く lift(ban)
禁ずる ban
解ける lifted(ban)
禁じる ban
停止 ban
禁止 ban
戒め ban
解禁 lifting ban
戒める ban",Guess Vocab related to Keyword,Text
"bath","洗面器,抜く,海水浴,流し,銭湯,浴場,風呂,入浴,露天風呂,埋める,湯","洗面器 wash bowl(incl. portable bowl public bath)
抜く drain(water bath)
海水浴 seawater bath
流し back-washing service(public bath);washing area(
銭湯 public bath
浴場 (public)bath
風呂 public bath;bath
入浴 going bath
露天風呂 open-air bath
埋める put cold water(bath)
湯 hot bath",Guess Vocab related to Keyword,Text
"bond","債券,結合,保証金,公債,券,因縁,割引債,社債,証券,増発,証書","債券 bond
結合 bond
保証金 bond payment
公債 public bond
券 bond
因縁 bond
割引債 discount bond
社債 corporate bond
証券 bond
増発 increasing bond issues
証書 bond",Guess Vocab related to Keyword,Text
"bow","会釈,履く,固める,弓,お礼,緒,搾る,お辞儀,曲げる,絞る,礼","会釈 slight bow(greeting sign gratitude)
履く affix(bowstring bow)
固める hold bow fully drawn
弓 bow(violin,);bow(weapon)
お礼 bow
緒 string(musical instrument,bow,)
搾る bend(bow)
お辞儀 bow
曲げる bow
絞る bend(bow)
礼 bow(i.e. bending body)",Guess Vocab related to Keyword,Text
"chemical","化学兵器,化学肥料,中性,元素,薬剤,伝達,農薬,薬,化繊,化合,化学物質","化学兵器 chemical weapon
化学肥料 chemical fertilizer;chemical fertiliser
中性 neutrality(incl. chemical,electrical,)
元素 chemical element
薬剤 chemical
伝達 transmission(news,chemical signals,electricity)
農薬 agricultural chemical(i.e. pesticide,herbicide,
薬 efficacious chemical(gunpowder,pesticide,)
化繊 chemical fibre;chemical fiber
化合 chemical combination
化学物質 chemical substances",Guess Vocab related to Keyword,Text
"compete","戦う,戦力,争う,比べる,競う,対する,敵わない,取る,闘う,競る,競り合う","戦う compete(against)
戦力 ability(compete)
争う compete
比べる compete
競う compete
対する compete
敵わない cannot compete
取る compete(sumo,cards,)
闘う compete(against)
競る compete
競り合う compete",Guess Vocab related to Keyword,Text
"Democratic","民主国,立憲,朝鮮民主主義人民共和国,民主的,国民,社民党,自民党,民社党,民主,自民,民主党","民主国 democratic state
立憲 Constitutional Democratic Party
朝鮮民主主義人民共和国 Democratic People's Republic Korea(Nor
民主的 democratic
国民 Democratic Party
社民党 Social Democratic Party
自民党 Liberal Democratic Party
民社党 Democratic Socialist Party
民主 Democratic Party(DPJ)
自民 Liberal Democratic Party
民主党 Democratic Party(DPJ US Democratic Party);Cons",Guess Vocab related to Keyword,Text
"disturbance","騒ぎ,乱れ,変,動乱,騒乱,政変,妨害,動揺,邪魔,波乱,火種","騒ぎ disturbance
乱れ disturbance
変 disturbance
動乱 disturbance
騒乱 disturbance
政変 political disturbance
妨害 disturbance
動揺 disturbance
邪魔 disturbance
波乱 disturbance
火種 cause(disturbance,conflict,)",Guess Vocab related to Keyword,Text
"estimation","値打ち,推計,算定,予測,推定,見積もり,相場,評価,見積り,試算,評判","値打ち estimation
推計 estimation
算定 estimation
予測 estimation
推定 estimation
見積もり estimation
相場 estimation
評価 estimation
見積り estimation
試算 estimation
評判 (public)estimation",Guess Vocab related to Keyword,Text
"grief","紛らす,哀れ,痛み,悲哀,痛恨,悲しみ,悲痛,全く,閉ざす,嘆き,曇る","紛らす conceal(grief smile)
哀れ grief
痛み grief
悲哀 grief
痛恨 bitter grief
悲しみ grief
悲痛 grief
全く good grief
閉ざす bury(grief)
嘆き grief
曇る indicating sadness,grief,)",Guess Vocab related to Keyword,Text
"guarantee","保険,保する,保証金,裏付け,保障,担保,安全保障,保証,引受ける,確保,引き受ける","保険 guarantee
保する guarantee
保証金 guarantee
裏付け guarantee
保障 guarantee
担保 guarantee
安全保障 security guarantee(military security,network 
保証 guarantee
引受ける guarantee
確保 guarantee
引き受ける guarantee",Guess Vocab related to Keyword,Text
"harmony","仲良く,協調,呼吸,取れる,和,融和,協和,平和,調和,収まり,釣り合う","仲良く harmony
協調 harmony
呼吸 harmony
取れる attained(balance,harmony,)
和 harmony
融和 harmony
協和 harmony
平和 harmony
調和 harmony
収まり harmony
釣り合う harmony",Guess Vocab related to Keyword,Text
"ideal","理想,有り様,掲げる,人間像,理想的,絶好,最良,追求,理念,有様,逃げる","理想 ideal
有り様 ideal state
掲げる hold(ideal)
人間像 image(ideal)
理想的 ideal
絶好 ideal
最良 ideal
追求 pursuit(goal,ideal,)
理念 (Platonic)ideal(how things ought,human rights)
有様 ideal state
逃げる fail hold ideal posture",Guess Vocab related to Keyword,Text
"registration","登載,国籍,登記,変更届,書留,届け,届,登録,登録番号,船籍,見当","登載 registration
国籍 registration
登記 registration
変更届 registration modification
書留 registration(mail)
届け registration
届 registration
登録 registration
登録番号 registration number
船籍 ship's country registration
見当 registration mark(printing)",Guess Vocab related to Keyword,Text
"spoil","当たる,痛める,冷ます,甘やかす,損なう,腐る,壊す,傷める,破る,覚ます,殺す","当たる spoil
痛める spoil
冷ます spoil
甘やかす spoil
損なう spoil
腐る spoil
壊す spoil
傷める spoil
破る spoil
覚ます spoil
殺す spoil(flavour)",Guess Vocab related to Keyword,Text
"suppression","抑圧,鎮圧,撲滅,制圧,退治,制,弾圧,隠滅,制御,圧迫,抑制","抑圧 suppression
鎮圧 suppression(riot,revolt,)
撲滅 suppression
制圧 suppression
退治 suppression
制 suppression
弾圧 suppression
隠滅 suppression
制御 suppression
圧迫 suppression
抑制 suppression",Guess Vocab related to Keyword,Text
"unreasonable","理屈,不合理,不条理,不法,無法,無理,過大,乱暴,逆しま,酷い,理不尽","理屈 (unreasonable)argument
不合理 unreasonable
不条理 unreasonable
不法 unreasonable
無法 unreasonable
無理 unreasonable
過大 unreasonable
乱暴 unreasonable(demand)
逆しま unreasonable
酷い unreasonable
理不尽 unreasonable",Guess Vocab related to Keyword,Text
"beach","川原,海辺,浜,浜辺,海水浴場,海岸,河原,浦,海浜,砂浜","川原 river beach
海辺 beach
浜 beach
浜辺 beach
海水浴場 swimming beach
海岸 beach
河原 river beach
浦 beach
海浜 beach
砂浜 sandy beach",Guess Vocab related to Keyword,Text
"belief","信条,信仰,所信,主義者,固める,信念,宗教,迷信,固執,確信","信条 belief
信仰 belief
所信 belief
主義者 -ist(i.e. adherent belief)
固める strengthen(belief,resolution,)
信念 belief
宗教 belief
迷信 superstitious belief
固執 sticking(opinion,theory,belief,)
確信 belief",Guess Vocab related to Keyword,Text
"brave","健気,潔い,突く,勇ましい,悲壮,勇敢,弁慶,堪える,耐える,冒す","健気 brave
潔い brave
突く brave(rain,)
勇ましい brave
悲壮 tragic brave
勇敢 brave
弁慶 putting brave front
堪える brave
耐える brave
冒す brave",Guess Vocab related to Keyword,Text
"bulletin","会報,公報,掲示,掲示板,立札,機関紙,告示,立て札,速報,通報","会報 bulletin(issued society)
公報 official bulletin
掲示 bulletin
掲示板 electronic bulletin board;bulletin board
立札 bulletin board
機関紙 bulletin
告示 bulletin
立て札 bulletin board
速報 bulletin
通報 bulletin",Guess Vocab related to Keyword,Text
"bunch","花束,林,束,群,房,連中,組み,組,群像,衆","花束 bunch flowers
林 bunch
束 bunch
群 bunch
房 bunch(grapes,bananas,)
連中 bunch
組み bunch
組 bunch
群像 dynamic bunch
衆 bunch",Guess Vocab related to Keyword,Text
"commercial","商法,民放,画商,商務,民間放送,倒産,商事,碁会所,市販,商学","商法 commercial law
民放 commercial broadcast
画商 commercial art gallery
商務 commercial affairs
民間放送 commercial broadcasting
倒産 commercial failure
商事 commercial affairs
碁会所 commercial go-playing parlour(parlor)
市販 commercial
商学 commercial science",Guess Vocab related to Keyword,Text
"Committee","委員長,動議,常設,中執,国対,執行委員,委員会,常任委員会,委員,議院運営委員会","委員長 (committee)chairman
動議 motion(i.e. proposal committee,)
常設 standing(committee)
中執 Central Executive Committee
国対 Committee National Diet
執行委員 executive committee
委員会 committee meeting;committee
常任委員会 standing committee
委員 committee member
議院運営委員会 House Steering Committee;Committee Rules A",Guess Vocab related to Keyword,Text
"contain","納める,兼ねる,付いている,抑える,付いてる,含む,収める,飲み込む,押さえる,留める","納める contain
兼ねる contain(combine)two more features
付いている contain
抑える contain
付いてる contain
含む contain
収める contain
飲み込む contain
押さえる contain
留める contain",Guess Vocab related to Keyword,Text
"cry","叫び声,泣く,叫び,鳴き声,叫ぶ,泣き声,喚く,唱える,鳴く,湧く","叫び声 cry
泣く cry
叫び cry
鳴き声 cry(animal)
叫ぶ cry
泣き声 cry
喚く cry
唱える cry
鳴く cry
湧く cry",Guess Vocab related to Keyword,Text
"drag","引出す,抵抗,引上げる,引きずる,巻き込む,長引く,引き上げる,歯止め,引っ張る,引き出す","引出す drag
抵抗 drag
引上げる drag
引きずる drag(along);drag
巻き込む drag
長引く drag
引き上げる drag
歯止め drag
引っ張る drag
引き出す drag",Guess Vocab related to Keyword,Text
"drug","劇,特効薬,薬剤,新薬,製薬,薬害,薬,麻薬,耐性,薬価","劇 powerful drug
特効薬 wonder drug
薬剤 drug
新薬 new drug
製薬 drug manufacture
薬害 harmful side effects medicine drug
薬 (illegal)drug
麻薬 drug
耐性 tolerance(drug tolerance)
薬価 drug price",Guess Vocab related to Keyword,Text
"environment","園,作業環境,境遇,勝手,自然環境,稼働,本番,境,環境庁,環境","園 environment
作業環境 work environment
境遇 environment
勝手 environment
自然環境 natural environment;environment
稼働 deployment(production environment)
本番 production environment
境 environment
環境庁 Environment Agency
環境 environment",Guess Vocab related to Keyword,Text
"expansion","増設,拡大,展開,拡充,軍拡,膨張,進出,発展,拡張,膨大","増設 expansion
拡大 expansion
展開 expansion(algebraic expression);expansion
拡充 expansion
軍拡 military expansion
膨張 expansion
進出 expansion
発展 expansion
拡張 expansion
膨大 expansion",Guess Vocab related to Keyword,Text
"external","外面,外付け,外傷,外側,外信,対外,外付,外角,外圧,縁側","外面 external
外付け external(hard drive,disk drive,)
外傷 external wound
外側 external
外信 external communication
対外 external
外付 external(hard drive,disk drive,)
外角 external angle
外圧 external pressure
縁側 external corridor outer side traditional houses",Guess Vocab related to Keyword,Text
"factor","倍率,材料,主因,要素,決め手,手伝う,要因,因子,絡む,稼働率","倍率 scaling factor;scale factor
材料 (market)factor
主因 main factor
要素 factor
決め手 decisive factor
手伝う factor
要因 primary factor
因子 factor
絡む factor
稼働率 availability factor",Guess Vocab related to Keyword,Text
"metropolitan","都議,市街地,都政,都会,都内,警視庁,都立,首都圏,都庁,都営","都議 Metropolitan assemblyman
市街地 metropolitan area
都政 metropolitan government(Tokyo)
都会 Tokyo Metropolitan Assembly
都内 within(Tokyo)metropolitan area
警視庁 Metropolitan Police Department
都立 metropolitan;managed Tokyo Metropolitan Governm
首都圏 metropolitan area(capital);Greater Tokyo Metro
都庁 Tokyo Metropolitan Government(Office)
都営 (under)metropolitan government management",Guess Vocab related to Keyword,Text
"obstacle","支障,邪魔,乗り越える,故障,難関,障害,壁,伏兵,障壁,関門","支障 obstacle
邪魔 obstacle
乗り越える overcome(difficulty,obstacle,)
故障 obstacle
難関 obstacle
障害 obstacle;obstacle race
壁 obstacle
伏兵 unexpected obstacle
障壁 obstacle
関門 obstacle",Guess Vocab related to Keyword,Text
"provide","備え付ける,与える,賄う,備える,抱える,定める,助ける,置く,設ける,養う","備え付ける provide
与える provide
賄う provide meals
備える provide
抱える (children,)provide
定める provide
助ける provide aid
置く provide lodging house
設ける provide
養う provide",Guess Vocab related to Keyword,Text
"ratio","同率,歩合,率,割,対,倍率,比率,割り,比,割合","同率 same ratio percentage
歩合 ratio
率 ratio
割 ratio
対 (score 4 2,ratio 3 1,vote 320 180)
倍率 applicant-to-acceptance ratio
比率 ratio
割り ratio
比 ratio
割合 ratio",Guess Vocab related to Keyword,Text
"reaction","反響,副作用,反作用,対応,仕掛ける,拒絶反応,反動,反応,戻り,手応え","反響 reaction
副作用 adverse reaction
反作用 reaction
対応 reaction
仕掛ける draw(reaction)
拒絶反応 strong reaction(against)
反動 reaction
反応 reaction
戻り reaction
手応え reaction",Guess Vocab related to Keyword,Text
"rebellion","反旗,反乱,内乱,反抗,鎮める,反発,反逆,暴動,騒動,造反","反旗 banner rebellion
反乱 rebellion
内乱 rebellion
反抗 rebellion
鎮める suppress(rebellion,riot,fire,)
反発 rebellion
反逆 rebellion
暴動 rebellion
騒動 rebellion
造反 rebellion",Guess Vocab related to Keyword,Text
"remarkable","際立つ,格段,偉い,目覚ましい,顕著,快挙,著しい,随分,非常,驚くほど","際立つ remarkable
格段 remarkable(difference)
偉い remarkable
目覚ましい remarkable
顕著 remarkable
快挙 remarkable deed
著しい remarkable
随分 remarkable
非常 remarkable
驚くほど remarkable extent",Guess Vocab related to Keyword,Text
"stomach","下っ腹,空腹,お腹,腹一杯,胸,胃腸,引く,腹痛,腹,胃","下っ腹 stomach
空腹 empty stomach
お腹 stomach
腹一杯 full stomach
胸 stomach
胃腸 stomach intestines
引く draw(chin,stomach,)
腹痛 stomach ache
腹 stomach
胃 stomach",Guess Vocab related to Keyword,Text
"trap","術,陥る,地雷,挟む,詰める,仕掛け,引っ掛ける,落とし穴,掛ける,落ちる","術 trap
陥る fall(trap,)
地雷 booby trap
挟む trap
詰める trap
仕掛け trap
引っ掛ける trap
落とし穴 trap
掛ける catch(trap,)
落ちる fall(trap)",Guess Vocab related to Keyword,Text
"additional","副,上積み,兼務,追い討ち,兼任,重加算税,別冊,追徴,景品","副 additional
上積み additional amount
兼務 additional post;holding additional post
追い討ち additional blow already unfortunate situation
兼任 holding additional post
重加算税 heavy additional tax(ation)
別冊 additional volume
追徴 additional collection
景品 additional",Guess Vocab related to Keyword,Text
"adjustment","整理,加減,調整,手直し,出直し,精算,塩梅,調節,整合","整理 adjustment
加減 adjustment
調整 adjustment
手直し adjustment
出直し adjustment
精算 adjustment
塩梅 adjustment
調節 adjustment
整合 adjustment",Guess Vocab related to Keyword,Text
"arrange","待ち合わせる,並べる,決める,整える,飾る,打ち合わせる,取りまとめる,結う,都合","待ち合わせる arrange meet
並べる arrange line
決める arrange
整える arrange;arrange(marriage)
飾る arrange
打ち合わせる arrange(meeting)
取りまとめる arrange
結う arrange
都合 arrange",Guess Vocab related to Keyword,Text
"award","賞金,与える,アカデミー賞,授賞式,受賞,授ける,裁定,賞,贈る","賞金 monetary award
与える award
アカデミー賞 Academy Award
授賞式 award ceremony
受賞 receiving(award)
授ける award
裁定 award
賞 award
贈る award",Guess Vocab related to Keyword,Text
"basic","基本料金,大前提,基本的,定番,大筋,乗車券,基調,基準法,根本的","基本料金 basic charge;basic rate(i.e. excluding option
大前提 basic premise;basic assumption
基本的 basic
定番 basic item(stable demand)
大筋 basic points
乗車券 basic fare ticket(valid limited express trains
基調 basic tone;basic theme
基準法 basic law
根本的 basic",Guess Vocab related to Keyword,Text
"bone","冷え込む,白骨,骨髄,身,刺,縁側,皮肉,骨,骨折","冷え込む chilled bone
白骨 white(bleached)bone
骨髄 bone marrow
身 meat(opposed bone,skin,)
刺 hard sharp item(lodged throat,fish bone)
縁側 bone base fin(flatfish)
皮肉 skin bone
骨 bone
骨折 bone fracture",Guess Vocab related to Keyword,Text
"broadcast","流す,帯,枠,紅白,配信,放送,通信衛星,民放,生中継","流す broadcast
帯 radio television program broadcast same slot mos
枠 live(online)broadcast
紅白 annual contest between male female popular sing
配信 broadcast
放送 broadcast
通信衛星 Broadcast Satellite
民放 commercial broadcast
生中継 live broadcast(radio,TV)",Guess Vocab related to Keyword,Text
"chain","山岳,列島,脈,当り,琉球,鎖,当たり,連鎖,脈絡","山岳 mountain chain
列島 chain islands
脈 chain(mountains,)
当り situation which stone chain stones may captured
琉球 chain southwestern islands comprising Okinawa P
鎖 chain
当たり situation which stone chain stones may capture
連鎖 chain
脈絡 chain reasoning",Guess Vocab related to Keyword,Text
"commission","依頼,公安委員会,手数料,委託,就航,任命,委員会,歩合,嘱託","依頼 commission
公安委員会 public safety commission
手数料 commission
委託 commission
就航 going commission
任命 commission
委員会 commission
歩合 commission
嘱託 commission",Guess Vocab related to Keyword,Text
"correction","添削,補正,修正,更正,矯正,直し,手直し,是正,訂正","添削 correction
補正 correction
修正 correction
更正 correction
矯正 correction(fault,defect,flaw,)
直し correction
手直し correction
是正 correction
訂正 correction",Guess Vocab related to Keyword,Text
"corruption","収賄,退廃,悪化,堕落,汚職,悪徳,腐敗,汚濁,買収","収賄 corruption
退廃 corruption
悪化 corruption
堕落 corruption
汚職 corruption
悪徳 corruption
腐敗 corruption
汚濁 corruption
買収 corruption",Guess Vocab related to Keyword,Text
"cultural","文化財,文化庁,無形文化財,交流,重要文化財,文化勲章,逆輸入,文化的,文化遺産","文化財 cultural property;cultural assets
文化庁 Agency Cultural Affairs
無形文化財 intangible cultural asset
交流 exchange(cultural)
重要文化財 important cultural asset;important cultural 
文化勲章 Order Cultural Merit
逆輸入 (cultural,)reverse import(California rolls int
文化的 cultural
文化遺産 cultural heritage",Guess Vocab related to Keyword,Text
"disgrace","演ずる,汚す,失態,汚名,傷,屈辱,恥,演じる,恥さらし","演ずる disgrace
汚す disgrace
失態 disgrace
汚名 disgrace
傷 disgrace
屈辱 disgrace
恥 disgrace
演じる disgrace
恥さらし disgrace",Guess Vocab related to Keyword,Text
"donation","贈与,寄付,寄贈,献金,義援金,拠出,献血,合力,寄金","贈与 donation
寄付 donation
寄贈 donation
献金 donation
義援金 donation money(disaster relief charity)
拠出 donation
献血 blood donation
合力 donation
寄金 donation",Guess Vocab related to Keyword,Text
"equilibrium","拡大均衡,釣り合い,安定,兼ね合い,釣り合う,均衡,釣合い,平均,釣合","拡大均衡 expanded expanding equilibrium
釣り合い equilibrium
安定 equilibrium
兼ね合い equilibrium
釣り合う equilibrium
均衡 equilibrium
釣合い equilibrium
平均 equilibrium
釣合 equilibrium",Guess Vocab related to Keyword,Text
"flaw","欠陥,穴,欠点,無難,弱点,傷,難,難点,矯正","欠陥 flaw
穴 flaw
欠点 flaw
無難 flaw
弱点 flaw
傷 flaw
難 flaw
難点 flaw
矯正 correction(fault,defect,flaw,)",Guess Vocab related to Keyword,Text
"judo","大将,落とす,決める,有効,柔道,中堅,締め,指導,落ちる","大将 athlete competes last match team competition(ke
落とす swoon(judo)
決める immobilize double-arm lock(sumo,judo,)
有効 yuko(judo)
柔道 judo
中堅 athlete competing middle-number match team comp
締め choking technique(judo)
指導 shido(disciplinary action minor infringement ru
落ちる pass(judo)",Guess Vocab related to Keyword,Text
"lean","傾斜,傾ける,乗り出す,偏る,曲げる,傾げる,寄る,片寄る,預ける","傾斜 lean
傾ける lean
乗り出す lean forward
偏る lean(side)
曲げる lean
傾げる lean
寄る lean against
片寄る lean(side)
預ける lean",Guess Vocab related to Keyword,Text
"mechanism","仕組み,種,器械,仕掛け,信号機,遊び,機構,過程,機械","仕組み mechanism
種 mechanism(magic trick,)
器械 mechanism
仕掛け mechanism
信号機 signalling mechanism
遊び play(mechanism,steering wheel)
機構 mechanism
過程 mechanism
機械 mechanism",Guess Vocab related to Keyword,Text
"pole","鉄砲,刺す,灯台,差す,南極,北極,棒,用心棒,電柱","鉄砲 wooden pole wrestlers strike practice
刺す pole(boat);catch(limed pole)
灯台 old-fashioned interior light fixture comprising
差す pole(boat)
南極 South Pole
北極 North Pole
棒 pole
用心棒 stick pole self-defence
電柱 telegraph pole;power pole;utility pole;telephon",Guess Vocab related to Keyword,Text
"removal","移動,追放,排除,解任,撤収,撤去,摘出,除去,解除","移動 removal
追放 removal
排除 removal
解任 removal
撤収 removal(building,equipment,)
撤去 removal
摘出 (surgical)removal
除去 removal
解除 removal",Guess Vocab related to Keyword,Text
"rock","石頭,揺る,揺さぶる,石室,岩石,岩,暗礁,一枚岩,組織","石頭 hard head(like rock)
揺る rock(cradle)
揺さぶる rock
石室 rock chamber
岩石 rock
岩 rock
暗礁 sunken rock
一枚岩 large slab rock
組織 texture(rock)",Guess Vocab related to Keyword,Text
"save","取る,余す,悲願,救う,残す,省く,助ける,蓄える,除いて","取る save
余す save
悲願 Buddha's vow save humanity
救う save
残す save
省く save
助ける save
蓄える save
除いて save",Guess Vocab related to Keyword,Text
"shore","陸上,岸辺,沿海,湖畔,対岸,沿岸,岸,陸,洗う","陸上 shore
岸辺 shore
沿海 shore
湖畔 lake shore
対岸 opposite shore
沿岸 shore
岸 shore
陸 shore
洗う lave(shore)",Guess Vocab related to Keyword,Text
"subscription","定期購読,申込み,予約,加入,申し込み,募集,締め切る,応募,申込","定期購読 subscription(magazine)
申込み subscription
予約 subscription
加入 subscription
申し込み subscription
募集 subscription
締め切る close(subscription list)
応募 subscription
申込 subscription",Guess Vocab related to Keyword,Text
"tennis","逆手,卓球,硬式,単,打ち込む,球技,打点,決勝点,軟式","逆手 backhand grip(tennis)
卓球 table tennis
硬式 hard(hardball,tennis,)
単 singles(tennis,badminton,)
打ち込む practice hitting(baseball,tennis,)
球技 ball game(baseball,tennis,soccer)
打点 position ball when struck(tennis,volleyball)
決勝点 game point(tennis,)
軟式 soft(softball,tennis,)",Guess Vocab related to Keyword,Text
"tight","引きつる,固い,苦戦,窮屈,硬い,苦しい,過密,堅い,引っ張る","引きつる grow tight(voice)
固い tight
苦戦 tight contest
窮屈 tight(finances);tight
硬い tight
苦しい tight(financial situation)
過密 tight
堅い tight
引っ張る pull tight",Guess Vocab related to Keyword,Text
"treaty","破棄,抵触,安保,加入,締約,条文,締結,整う,条約","破棄 breaking(treaty)
抵触 infringement(law,treaty,)
安保 campaign against Japan-US Security Treaty(1959-
加入 signing(treaty)
締約 conclusion treaty
条文 provisions(act,treaty)
締結 entering(treaty)
整う settled(treaty,contract)
条約 treaty",Guess Vocab related to Keyword,Text
"upside","倒さ,伏せる,返す,倒置,逆しま,逆さ,反す,裏返し,逆立ち","倒さ upside
伏せる lay upside
返す turn upside
倒置 turning upside
逆しま upside
逆さ upside
反す turn upside
裏返し upside
逆立ち upside",Guess Vocab related to Keyword,Text
