Question,Answer,Comment,Instruction,Render as
聾,"つんぼ,みみしい","deafness;deaf person,deafness;deaf person",Guess the Kunyomi,Image
肆,"ほしいまま","selfish;self-indulgent;arbitrary",Guess the Kunyomi,Image
肋,"あばら","rib;rib cage",Guess the Kunyomi,Image
肱,"かいな","arm (esp. upper arm);counter used to measure the thickness of round objects",Guess the Kunyomi,Image
胙,"ひもろぎ","offerings of food (to the gods)",Guess the Kunyomi,Image
胤,"たね","issue;offspring;paternal blood",Guess the Kunyomi,Image
脛,"はぎ","shin;shank;lower leg",Guess the Kunyomi,Image
脯,"ほじし","dried meat;jerky",Guess the Kunyomi,Image
腓,"こむら,こぶら","calf (of the leg),calf (of the leg)",Guess the Kunyomi,Image
膕,"ひかがみ","popliteal fossa;popliteal space;area behind the knee",Guess the Kunyomi,Image
膠,"にかわ,にべ","gelatinous glue (usu. from animal and fish bones, hide, etc.),gelatinous glue (produced from fish entrails);isinglass;amiability;friendliness;graciousness;flattery",Guess the Kunyomi,Image
膰,"ひもろぎ","offerings of food (to the gods)",Guess the Kunyomi,Image
膾,"なます","namasu;dish of raw fish and vegetables seasoned in vinegar",Guess the Kunyomi,Image
膿,"うみ","pus;corruption;rot;evils",Guess the Kunyomi,Image
臍,"ほぞ","navel;belly button;protrusion or depression in the middle of an object;center;centre;most important part;main point",Guess the Kunyomi,Image
舳,"へさき","bow (of a ship);prow",Guess the Kunyomi,Image
艀,"はしけ","lighter;barge;baggage boat",Guess the Kunyomi,Image
艫,"とも","stern",Guess the Kunyomi,Image
艮,"うしとら","northeast",Guess the Kunyomi,Image
艾,"よもぎ,もぐさ","Japanese mugwort (Artemisia princeps);mugwort (any plant of genus Artemisia);wormwood;sagebrush,moxa;Japanese mugwort (Artemisia princeps)",Guess the Kunyomi,Image
芒,"のぎ","arista;awn;(grain) beard",Guess the Kunyomi,Image
芥,"あくた","rubbish;trash;garbage;refuse;dirt",Guess the Kunyomi,Image
芦,"よし","common reed (Phragmites australis)",Guess the Kunyomi,Image
芹,"せり","Java water dropwort (Oenanthe javanica);Japanese parsley",Guess the Kunyomi,Image
苞,"つと","straw-wrapped item;bundle of straw (containing a food item, etc.);local produce;souvenir;present;gift",Guess the Kunyomi,Image
苧,"お,からむし","cannabis (Cannabis sativa);hemp (plant);hemp (fiber);linen;flax;jute,ramie (Boehmeria nivea var. nipononivea)",Guess the Kunyomi,Image
苫,"とま","woven mat (of sedge, hay, etc.)",Guess the Kunyomi,Image
茅,"ちがや","cogon grass (Imperata cylindrica)",Guess the Kunyomi,Image
茵,"しとね","cushion;pillow;mattress",Guess the Kunyomi,Image
茸,"たけ","mushroom",Guess the Kunyomi,Image
荊,"いばら","thorny shrub;wild rose;briar;thorn;cusp",Guess the Kunyomi,Image
荳,"まめ","blister;corn",Guess the Kunyomi,Image
荵,"しのぶ","squirrel's foot fern (Davallia mariesii);Lepisorus thunbergianus (species of fern);color of clothing layers under one's overcoat (light green on blue);shinobu-wake (Edo-period women's hairstyle);clothing patterned using squirrel's foot fern",Guess the Kunyomi,Image
莚,"むしろ","woven mat (esp. one made of straw);seat",Guess the Kunyomi,Image
莢,"さや","shell (e.g. of a pea);pod;hull",Guess the Kunyomi,Image
菫,"すみれ","violet (any flower of genus Viola, esp. the Fuji dawn, Viola mandshurica)",Guess the Kunyomi,Image
菰,"こも","woven straw mat (orig. made of wild rice leaves);beggar;Manchurian wild rice (Zizania latifolia)",Guess the Kunyomi,Image
菱,"ひし","water caltrop (esp. Trapa japonica);water chestnut;caltrop (weapon)",Guess the Kunyomi,Image
菴,"いお","hermitage;retreat",Guess the Kunyomi,Image
萁,"まめがら","remnants of a bean plant;beanstalks and pods;bean husk",Guess the Kunyomi,Image
萍,"うきくさ","floating weed;greater duckweed (Spirodela polyrhiza);precarious;unstable",Guess the Kunyomi,Image
萼,"うてな","calyx",Guess the Kunyomi,Image
葎,"むぐら","creepers;trailing plants",Guess the Kunyomi,Image
葦,"よし","common reed (Phragmites australis)",Guess the Kunyomi,Image
葭,"よし","common reed (Phragmites australis)",Guess the Kunyomi,Image
葵,"あおい","mallow (any plant of family Malvaceae);Asarum caulescens (species of wild ginger)",Guess the Kunyomi,Image
葹,"おなもみ","cocklebur (Xanthium strumarium);cockleburr",Guess the Kunyomi,Image
蒅,"すくも","dye made of fermented indigo leaves",Guess the Kunyomi,Image
蒜,"ひる","strong-smelling edible plant (esp. perennials of the family Liliaceae, e.g. Welsh onion, garlic, wild rocambole, etc.)",Guess the Kunyomi,Image
蒲,"がま,かま","common cattail (Typha latifolia);common bulrush;common reedmace,common cattail (Typha latifolia);common bulrush;common reedmace",Guess the Kunyomi,Image
蒿,"よもぎ","Japanese mugwort (Artemisia princeps);mugwort (any plant of genus Artemisia);wormwood;sagebrush",Guess the Kunyomi,Image
蓆,"むしろ","woven mat (esp. one made of straw);seat",Guess the Kunyomi,Image
蓍,"めどぎ","divination sticks",Guess the Kunyomi,Image
蓮,"はちす","sacred lotus (Nelumbo nucifera);Indian lotus;lotus;rose of Sharon (Hibiscus syriacus)",Guess the Kunyomi,Image
蓬,"よもぎ","Japanese mugwort (Artemisia princeps);mugwort (any plant of genus Artemisia);wormwood;sagebrush",Guess the Kunyomi,Image
蓴,"ぬなわ","water shield (Brasenia schreberi)",Guess the Kunyomi,Image
蔀,"しとみ","latticed shutters (in traditional Japanese and Chinese architecture)",Guess the Kunyomi,Image
蔓,"つる","vine;bine;tendril;runner;bow;temple arm;sidepiece;lug arm;earpiece;part of a pair of glasses that goes over the ear;connections;contacts;influence;financial supporter",Guess the Kunyomi,Image
蔕,"へた","calyx",Guess the Kunyomi,Image
蔟,"まぶし","cocoon holders",Guess the Kunyomi,Image
蕈,"たけ","mushroom",Guess the Kunyomi,Image
蕊,"しべ","pistil (of a flower);stamen",Guess the Kunyomi,Image
蕋,"しべ","pistil (of a flower);stamen",Guess the Kunyomi,Image
蕪,"かぶら","turnip (Brassica rapa)",Guess the Kunyomi,Image
蕭,"よもぎ","Japanese mugwort (Artemisia princeps);mugwort (any plant of genus Artemisia);wormwood;sagebrush",Guess the Kunyomi,Image
薇,"ぜんまい","Japanese royal fern (Osmunda japonica);Asian royal fern;flowering fern",Guess the Kunyomi,Image
薊,"あざみ","thistle (Cirsium spp.)",Guess the Kunyomi,Image
薑,"はじかみ","ginger (Zingiber officinale);Japanese pepper (Zanthoxylum piperitum)",Guess the Kunyomi,Image
薤,"らっきょう","Japanese leek (Allium chinense);Chinese onion;sour-sweet pickle of Japanese leek",Guess the Kunyomi,Image
薮,"やぶ","thicket;bush;grove;scrub;(medical) quack",Guess the Kunyomi,Image
薺,"なずな","shepherd's purse (Capsella bursa-pastoris)",Guess the Kunyomi,Image
藁,"わら","LOL;haha",Guess the Kunyomi,Image
藜,"あかざ","white gooseweed (Chenopodium album);fat hen;lamb's-quarters;pigweed",Guess the Kunyomi,Image
藪,"やぶ","thicket;bush;grove;scrub;(medical) quack",Guess the Kunyomi,Image
藺,"い","soft rush (Juncus effusus var. decipiens);common rush",Guess the Kunyomi,Image
蘂,"しべ","pistil (of a flower);stamen",Guess the Kunyomi,Image
蘆,"よし","common reed (Phragmites australis)",Guess the Kunyomi,Image
蘖,"ひこばえ","sprouts from a stump;buds from the base of a tree",Guess the Kunyomi,Image
虬,"みずち","mizuchi;mythical dragon-like beast",Guess the Kunyomi,Image
虯,"みずち","mizuchi;mythical dragon-like beast",Guess the Kunyomi,Image
虱,"しらみ","louse (esp. a sucking louse);lice",Guess the Kunyomi,Image
虻,"あぶ","horsefly;gadfly",Guess the Kunyomi,Image
蚋,"ぶよ,ぶゆ,ぶと","black fly (any insect of family Simuliidae);gnat,black fly (any insect of family Simuliidae);gnat,black fly (any insect of family Simuliidae);gnat",Guess the Kunyomi,Image
蚌,"はまぐり","common orient clam (Meretrix lusoria)",Guess the Kunyomi,Image
蚤,"のみ","flea",Guess the Kunyomi,Image
蛆,"うじ","maggot;larva;grub",Guess the Kunyomi,Image
蛙,"かわず","frog;kajika frog (Buergeria buergeri)",Guess the Kunyomi,Image
蛟,"みずち","mizuchi;mythical dragon-like beast",Guess the Kunyomi,Image
蛤,"はまぐり","common orient clam (Meretrix lusoria)",Guess the Kunyomi,Image
蛩,"こおろぎ","cricket (Gryllidae spp.)",Guess the Kunyomi,Image
蛬,"こおろぎ","cricket (Gryllidae spp.)",Guess the Kunyomi,Image
蛭,"ひる","leech",Guess the Kunyomi,Image
蛹,"さなぎ","chrysalis;pupa",Guess the Kunyomi,Image
蛻,"ぬけがら","cast-off skin (snake, insect, etc.);husk;empty shell;exuvia;exuviae",Guess the Kunyomi,Image
蜆,"しじみ","basket clam (Corbiculidae spp.);freshwater clam;freshwater mussel",Guess the Kunyomi,Image
蜑,"あま","male diver (who collects shells, seaweed, etc.);fisherman",Guess the Kunyomi,Image
蜩,"ひぐらし","evening cicada (Tanna japonensis)",Guess the Kunyomi,Image
蜱,"だに","tick (Acari spp.);mite",Guess the Kunyomi,Image
蝗,"いなご,ばった","rice grasshopper (of genus Oxya);grasshopper;locust (of family Catantopidae),grasshopper;locust (of superfamily Acridoidea)",Guess the Kunyomi,Image
蝟,"はりねずみ","hedgehog (any mammal of family Erinaceidae)",Guess the Kunyomi,Image
蝨,"しらみ","louse (esp. a sucking louse);lice",Guess the Kunyomi,Image
蝮,"まむし","pit viper (esp. the mamushi, Gloydius blomhoffi)",Guess the Kunyomi,Image
蟒,"うわばみ","large snake;heavy drinking;heavy drinker",Guess the Kunyomi,Image
蟇,"ひき","toad (esp. the Japanese toad, Bufo japonicus)",Guess the Kunyomi,Image
螭,"みずち","mizuchi;mythical dragon-like beast",Guess the Kunyomi,Image
螯,"はさみ","pincers (of a crab, scorpion, etc.);claws;forceps",Guess the Kunyomi,Image
螺,"にし","small spiral-shelled snail;spiral shellfish",Guess the Kunyomi,Image
螻,"けら","mole cricket (esp. the Oriental mole cricket, Gryllotalpa orientalis);being penniless;being broke",Guess the Kunyomi,Image
蟎,"だに","tick (Acari spp.);mite",Guess the Kunyomi,Image
蠎,"うわばみ","large snake;heavy drinking;heavy drinker",Guess the Kunyomi,Image
蟟,"くまぜみ","Cryptotympana facialis (species of cicada)",Guess the Kunyomi,Image
蠍,"さそり","scorpion (Scorpiones spp.)",Guess the Kunyomi,Image
蠱,"まじ","charmed and cursed;something that bewilders;something that leads one astray;the work of demons",Guess the Kunyomi,Image
衵,"あこめ","layer of clothing worn by nobles (worn beneath the robe but over the undergarments)",Guess the Kunyomi,Image
衽,"おくみ","gusset (esp. in kimono);gore",Guess the Kunyomi,Image
衾,"ふすま","quilt;bedding",Guess the Kunyomi,Image
袂,"たもと","sleeve (esp. of a kimono);pocket of sleeve;vicinity (esp. of a bridge);foot of a mountain;base of a mountain",Guess the Kunyomi,Image
袙,"あこめ","layer of clothing worn by nobles (worn beneath the robe but over the undergarments)",Guess the Kunyomi,Image
袵,"おくみ","gusset (esp. in kimono);gore",Guess the Kunyomi,Image
袷,"あわせ","lined kimono",Guess the Kunyomi,Image
袿,"うちぎ,うちき","Heian-period court clothing,Heian-period court clothing",Guess the Kunyomi,Image
裃,"かみしも","samurai costume;old ceremonial costume;top and bottom;up and down;high and low;above and below;upper and lower ends",Guess the Kunyomi,Image
裄,"ゆき","distance from the seam in the back of a kimono to the end of the sleeve",Guess the Kunyomi,Image
裑,"みごろ","body of a garment;bodice",Guess the Kunyomi,Image
裘,"かわごろも,けごろも","fur coat,fur coat (to protect against the cold);clothes made with the down of birds",Guess the Kunyomi,Image
裳,"も","ancient skirt",Guess the Kunyomi,Image
褄,"つま","skirt (of a kimono);hem (of a kimono)",Guess the Kunyomi,Image
褌,"ふんどし","fundoshi;loincloth;traditional Japanese men's undergarment made from a length of cotton;kimono underskirt;wrestler's ornamental apron",Guess the Kunyomi,Image
襖,"あお","everyday garment worn by men in ancient Japan",Guess the Kunyomi,Image
襞,"ひだ","fold;pleat;gathers;tuck;folds (e.g. of a mountain);crease;(hidden) detail;nuance;shade;wrinkle (e.g. in logic);lamella;gill (of a mushroom)",Guess the Kunyomi,Image
襠,"まち","gusset",Guess the Kunyomi,Image
襷,"たすき","cord used to tuck up the sleeves of a kimono;sash (worn over the shoulder to the opposite hip);obi (strip of paper looped around a book, CD, etc. containing information about the product)",Guess the Kunyomi,Image
覡,"かんなぎ","medium;diviner;shaman;oracle",Guess the Kunyomi,Image
誄,"しのびごと","message of condolence;memorial address",Guess the Kunyomi,Image
誼,"よしみ","friendship;friendly relations;connection;relation;intimacy",Guess the Kunyomi,Image
諡,"おくりな","posthumous name;posthumous title",Guess the Kunyomi,Image
諱,"いみな","real name (of a deceased person or a noble);posthumous name",Guess the Kunyomi,Image
謂,"いい","what was said;what it means;origin of a story (or tradition, etc.)",Guess the Kunyomi,Image
谺,"こだま","echo;reverberation;spirit of a tree;tree spirit",Guess the Kunyomi,Image
豈,"あに","never;by no means;not in the least;in no way;why;what for",Guess the Kunyomi,Image
豬,"い","hog (esp. a wild boar, but also including the domesticated pig)",Guess the Kunyomi,Image
豺,"やまいぬ","Japanese wolf (Canis lupus hodophilax, extinct);wild dog",Guess the Kunyomi,Image
貂,"てん","Japanese marten (Martes melampus);marten (any arboreal weasel-like mammal of genus Martes)",Guess the Kunyomi,Image
賤,"しず","lowly person;lowliness;I",Guess the Kunyomi,Image
贄,"にえ","offering (to the gods, emperor, etc.);gift;sacrifice",Guess the Kunyomi,Image
贐,"はなむけ","farewell gift;parting gift;viaticum",Guess the Kunyomi,Image
跑,"だく","trot (in horse riding)",Guess the Kunyomi,Image
跛,"ちんば,びっこ","lameness;cripple;mismatched pair (of shoes, etc.),lameness;cripple;mismatched pair (of shoes, etc.)",Guess the Kunyomi,Image
踝,"くるぶし","ankle;malleolus;ankle bone",Guess the Kunyomi,Image
踵,"くびす,きびす","heel (of foot, shoe, stocking, etc.),heel (of foot, shoe, stocking, etc.)",Guess the Kunyomi,Image
蹇,"あしなえ","lameness;cripple;mismatched pair (of shoes, etc.)",Guess the Kunyomi,Image
蹠,"あしうら","sole of the foot",Guess the Kunyomi,Image
蹼,"みずかき","web (between fingers or toes);paddle;paddle blade",Guess the Kunyomi,Image
躄,"いざり","crawling on the ground;shuffling on one's knees;cripple",Guess the Kunyomi,Image
軛,"くびき","yoke;constraints;oppression",Guess the Kunyomi,Image
輻,"や","spoke",Guess the Kunyomi,Image
輿,"こし","palanquin;litter;bier;portable shrine",Guess the Kunyomi,Image
轂,"こしき","hub (of a wheel);nave",Guess the Kunyomi,Image
轅,"ながえ","shafts (attached to the yoke of a cart, plow, etc.)",Guess the Kunyomi,Image
轌,"そり","sleigh;sled;sledge",Guess the Kunyomi,Image
轡,"くつわ","bit (mouthpiece)",Guess the Kunyomi,Image
遖,"あっぱれ","splendid;praiseworthy;admirable;brilliant;well done!;bravo!",Guess the Kunyomi,Image
酛,"もと","yeast starter;yeast mash",Guess the Kunyomi,Image
酣,"たけなわ","height (of summer, party, etc.);(in) full swing",Guess the Kunyomi,Image
醢,"ししびしお,ひしお","salted and fermented meat or fish,salted flesh (fish, etc.)",Guess the Kunyomi,Image
醤,"ひしお","paste similar to miso made from koji mold and salt water;watery mash left over from making soy sauce",Guess the Kunyomi,Image
醪,"もろみ","main fermenting mash (in production of sake or soy sauce);unrefined sake or soy sauce;unrefined (sake, soy sauce, etc.);rough",Guess the Kunyomi,Image
醴,"あまざけ","sweet half sake;sweet drink made from fermented rice",Guess the Kunyomi,Image
釉,"うわぐすり","glaze;enamel",Guess the Kunyomi,Image
釧,"くしろ","bracelet (usu. dating from the Kofun period)",Guess the Kunyomi,Image
鈎,"かぎ","hook;hook bracket (Japanese quotation mark)",Guess the Kunyomi,Image
鉈,"なた","nata;sturdy broad-bladed knife, used in woodcraft and hunting (often with a rectangular blade)",Guess the Kunyomi,Image
鉋,"かんな","plane (woodworking tool)",Guess the Kunyomi,Image
鉞,"まさかり","broadaxe;battle axe",Guess the Kunyomi,Image
鉤,"かぎ","hook;hook bracket (Japanese quotation mark)",Guess the Kunyomi,Image
銛,"もり","lance;harpoon",Guess the Kunyomi,Image
鋩,"へさき","the tip of a spear;the edge at the very tip of a sword",Guess the Kunyomi,Image
鋒,"きっさき,とかり","point (of a sword, etc.);pointed verbal attack,long-handled Chinese spear;lance;pike;weapon;arms;grip of a bow;parade float decorated with long-handled Chinese spears",Guess the Kunyomi,Image
鋤,"すき","spade;plough;plow",Guess the Kunyomi,Image
鋲,"びょう","rivet;tack;thumbtack;drawing-pin;hobnail",Guess the Kunyomi,Image
鋺,"かなまり","small metal bowl",Guess the Kunyomi,Image
錏,"しころ","series of articulated plates attached to the back and sides of a Japanese helmet",Guess the Kunyomi,Image
錐,"きり","drill;gimlet;awl;auger",Guess the Kunyomi,Image
錘,"つむ","spindle",Guess the Kunyomi,Image
錣,"しころ","series of articulated plates attached to the back and sides of a Japanese helmet",Guess the Kunyomi,Image
鍔,"つば","guard (on a sword);brim (of a hat);visor;peak;brim (of a pot);flange;collar",Guess the Kunyomi,Image
鍼,"はり","(acupuncture) needle;acupuncture",Guess the Kunyomi,Image
鎬,"しのぎ","ridge on the side of a sword blade;ridged pattern",Guess the Kunyomi,Image
鎹,"かすがい","large staple driven into two pieces of wood to hold them together;clamp;cramp (metal);tie (metaphorical, e.g. something that binds two people together);latch;lock",Guess the Kunyomi,Image
鎺,"はばき","metal collar mounted between a sword blade and the hand guard",Guess the Kunyomi,Image
鏃,"やじり","arrowhead",Guess the Kunyomi,Image
鏑,"かぶら","turnip-shaped whistle made of hollowed-out wood or deer horn (attached to an arrow to sound when fired);arrow with such a whistle attached",Guess the Kunyomi,Image
鏝,"こて","flat-iron;soldering iron;crimper;curling tongs;trowel",Guess the Kunyomi,Image
鏨,"たがね","chisel;burin;graver;engraving tool;gad;jumper;mining tool",Guess the Kunyomi,Image
鐔,"つば","guard (on a sword);brim (of a hat);visor;peak;brim (of a pot);flange;collar",Guess the Kunyomi,Image
鐙,"あぶみ","stirrup",Guess the Kunyomi,Image
鐶,"たまき","bracelet (made of stringed jewels or bells and worn at the elbow);bracer (for the elbow of an archer)",Guess the Kunyomi,Image
鐺,"こじり","(ornamental) tip of a scabbard;bottom of a bargeboard or cantilever",Guess the Kunyomi,Image
鑒,"かがみ","model;pattern;paragon;exemplar",Guess the Kunyomi,Image
鑛,"あらがね","ore",Guess the Kunyomi,Image
鑢,"やすり","file;rasp",Guess the Kunyomi,Image
鑿,"のみ","chisel",Guess the Kunyomi,Image
閂,"かんぬき","bar;bolt (e.g. on door);latch;double-arm lock;(rope) cinching",Guess the Kunyomi,Image
閏,"うるう","embolism;intercalation",Guess the Kunyomi,Image
閨,"ねや","bedroom (esp. one used by a married couple);sleeping quarters;inner room;room at the back of the house",Guess the Kunyomi,Image
闌,"たけなわ","height (of summer, party, etc.);(in) full swing",Guess the Kunyomi,Image
阿,"くま","corner;nook;recess;shade;shadow;dark area;dark circles (under the eyes);dark rings;shading;gradation;kumadori;style of kabuki makeup used for violent roles",Guess the Kunyomi,Image
隈,"くま","corner;nook;recess;shade;shadow;dark area;dark circles (under the eyes);dark rings;shading;gradation;kumadori;style of kabuki makeup used for violent roles",Guess the Kunyomi,Image
雁,"かりがね,かり","call of a wild goose;wild goose (esp. a lesser white-fronted goose, Anser erythropus);tea made from twigs of high-quality tea plants (esp. gyokuro);high-grade kukicha (esp. from gyokuro),wild goose;glans;head of a penis",Guess the Kunyomi,Image
雹,"ひょう","hail (esp. hailballs 5 mm or greater)",Guess the Kunyomi,Image
霖,"ながめ","long spell of rain",Guess the Kunyomi,Image
霙,"みぞれ","sleet;daikon shavings;grated daikon;shaved ice topped with honey",Guess the Kunyomi,Image
霰,"あられ","hail (esp. hailballs under 5 mm);graupel;dicing;small cubes;roasted mochi pieces (usu. flavoured with soy sauce, etc.)",Guess the Kunyomi,Image
靄,"もや","mist;haze",Guess the Kunyomi,Image
靫,"うつお,ゆぎ,うつぼ","quiver (of arrows;cylindrical),quiver (of arrows;box-shaped),quiver (of arrows;cylindrical)",Guess the Kunyomi,Image
靱,"うつお,うつぼ,ゆぎ","quiver (of arrows;cylindrical),quiver (of arrows;cylindrical),quiver (of arrows;box-shaped)",Guess the Kunyomi,Image
鞅,"むながい","martingale",Guess the Kunyomi,Image
鞆,"とも","archer's left-wrist protector",Guess the Kunyomi,Image
鞐,"こはぜ","clasp",Guess the Kunyomi,Image
鞠,"まり","ball (for sport, games, etc.);kemari;type of football played by courtiers in ancient Japan",Guess the Kunyomi,Image
鞦,"しりがい","crupper",Guess the Kunyomi,Image
鞭,"むち","whip;lash;scourge;stick;cane;rod;pointer",Guess the Kunyomi,Image
鞴,"ふいご","(pair of) bellows",Guess the Kunyomi,Image
韛,"ふいご","(pair of) bellows",Guess the Kunyomi,Image
韮,"にら","garlic chives (Allium tuberosum);Chinese chives;Chinese leek",Guess the Kunyomi,Image
頁,"おおがい","kanji 'big shell' radical",Guess the Kunyomi,Image
頤,"おとがい","(lower) jaw;chatterbox",Guess the Kunyomi,Image
颪,"おろし","wind blowing down from mountains",Guess the Kunyomi,Image
餞,"はなむけ","farewell gift;parting gift;viaticum",Guess the Kunyomi,Image
駁,"ぶち","spots;speckles;mottles",Guess the Kunyomi,Image
駮,"ぶち","spots;speckles;mottles",Guess the Kunyomi,Image
驢,"うさぎうま","donkey",Guess the Kunyomi,Image
髢,"かもじ","hairpiece;false hair;switch;hair",Guess the Kunyomi,Image
髱,"たぼ","chignon (in a Japanese hair-style)",Guess the Kunyomi,Image
髷,"まげ","bun (hairstyle);chignon;topknot",Guess the Kunyomi,Image
髻,"もとどり,たぶさ","place where hair is gathered together atop the head;hair tied (or pinned) together in this position,place where hair is gathered together atop the head;hair tied (or pinned) together in this position",Guess the Kunyomi,Image
鬣,"たてがみ","mane (of a horse, lion, etc.)",Guess the Kunyomi,Image
鬨,"とき","battle cry;war cry",Guess the Kunyomi,Image
鬲,"かなえ","kanji 'tripod' radical (radical 193)",Guess the Kunyomi,Image
魞,"えり","fishing weir;fish weir;fish trap;pouch-shaped bamboo fence across river, etc.",Guess the Kunyomi,Image
魨,"ふぐ","puffer fish;blow fish;fugu;globefish;swellfish",Guess the Kunyomi,Image
魹,"とど","Steller sea lion (Eumetopias jubatus);northern sea lion",Guess the Kunyomi,Image
鮃,"ひらめ","flounder (esp. the large-tooth flounders of family Paralichthyidae, but also lefteye flounders of family Bothidae);bastard halibut;olive flounder (Paralichthys olivaceus);person who sucks up to superiors;toady",Guess the Kunyomi,Image
鮐,"ふぐ","puffer fish;blow fish;fugu;globefish;swellfish",Guess the Kunyomi,Image
鮒,"ふな","crucian carp (Carassius spp.)",Guess the Kunyomi,Image
鮗,"このしろ","konoshiro gizzard shad (Konosirus punctatus)",Guess the Kunyomi,Image
鮠,"はや,はえ","minnow;shinner,minnow;shinner",Guess the Kunyomi,Image
鮪,"しび","tuna (edible fish, Thunnus spp.);tunny;Pacific bluefin tuna (edible fish, Thunnus orientalis);dead lay;starfish;person who is inactive during sexual intercourse;someone unconscious due to alcohol",Guess the Kunyomi,Image
鮬,"せいご","juvenile Japanese sea bass (under two years old and roughly 25 cm in length)",Guess the Kunyomi,Image
鮭,"しゃけ","salmon (Salmonidae spp.);chum salmon (Oncorhynchus keta)",Guess the Kunyomi,Image
鮴,"ごり","fish of the genus Rhinogobius;dusky tripletooth goby (Tridentiger obscurus);common freshwater goby (Gymnogobius urotaenia);Japanese fluvial sculpin (fish, Cottus pollux)",Guess the Kunyomi,Image
鮸,"にべ","drum;croaker (any fish of the family Sciaenidae);Nibe croaker (Nibea mitsukurii);gelatinous glue (produced from fish entrails);isinglass;amiability;friendliness;graciousness;flattery",Guess the Kunyomi,Image
鯊,"はぜ","goby (fish);yellowfin goby (Acanthogobius flavimanus)",Guess the Kunyomi,Image
鯎,"うぐい","Japanese dace (Tribolodon hakonensis)",Guess the Kunyomi,Image
鯏,"あさり","Manila clam (Ruditapes philippinarum);Japanese littleneck clam",Guess the Kunyomi,Image
鯑,"かずのこ","herring roe",Guess the Kunyomi,Image
鯒,"こち","flathead (esp. the bartailed flathead, Platycephalus indicus)",Guess the Kunyomi,Image
鯔,"とど,ぼら","adult striped mullet;in the end;after all is said and done,striped mullet (Mugil cephalus);flathead grey mullet;black mullet;redlip mullet (Chelon haematocheilus)",Guess the Kunyomi,Image
鯡,"にしん","Pacific herring (Clupea pallasii)",Guess the Kunyomi,Image
鯣,"するめ","dried squid;dried cuttlefish;Japanese common squid (Todarodes pacificus);(thing that) grows on one over time",Guess the Kunyomi,Image
鯧,"まながつお","butterfish (any fish of family Stromateidae, esp. species Pampus punctatissimus);harvestfish;rudderfish",Guess the Kunyomi,Image
鯰,"なまず","catfish (esp. the Amur catfish, Silurus asotus);earthquake",Guess the Kunyomi,Image
鯱,"しゃち,しゃちほこ","orca (Orcinus orca);killer whale;grampus;mythical carp with the head of a lion and the body of a fish (auspicious protectors of well-being),shachihoko;shachi;mythical animal with the head of a lion and the body of a fish;roof ornament in the shape of a shachihoko (believed to provide protection against fire by causing rain to fall)",Guess the Kunyomi,Image
鯷,"ひしこ","Japanese anchovy (Engraulis japonica)",Guess the Kunyomi,Image
鯸,"ふぐ","puffer fish;blow fish;fugu;globefish;swellfish",Guess the Kunyomi,Image
鯺,"ふぐ","puffer fish;blow fish;fugu;globefish;swellfish",Guess the Kunyomi,Image
鯽,"ふな","crucian carp (Carassius spp.)",Guess the Kunyomi,Image
鰄,"かいらぎ","fish skin with a granular texture, esp. shark and stingray;rough ceramic glaze (like sharkskin);rough enamel",Guess the Kunyomi,Image
鰆,"さわら","Japanese Spanish mackerel (Scomberomorus niphonius)",Guess the Kunyomi,Image
鰈,"かれい","righteye flounder (any fish of family Pleuronectidae)",Guess the Kunyomi,Image
鰉,"ひがい","Sarcocheillichthys variegatus (species of minnow)",Guess the Kunyomi,Image
鰊,"にしん","Pacific herring (Clupea pallasii)",Guess the Kunyomi,Image
鰌,"どじょう","loach (any fish of family Cobitidae);weather loach (Misgurnus anguillicaudatus);pond loach",Guess the Kunyomi,Image
鰍,"かじか,いなだ","sculpin (any fish of family Cottidae, incl. the bullheads and the miller's-thumb);Japanese fluvial sculpin (Cottus pollux),young Japanese amberjack (Seriola quinqueradiata)",Guess the Kunyomi,Image
鰐,"わに","crocodile;alligator;shark;Wani;wani (mythological sea monster)",Guess the Kunyomi,Image
鰒,"ふぐ","puffer fish;blow fish;fugu;globefish;swellfish",Guess the Kunyomi,Image
鰓,"えら","gills;branchia;angle of the mandible;gonial angle",Guess the Kunyomi,Image
鰔,"たら","gadid (any fish of the family Gadidae, incl. cod, haddock, whiting and pollack);Pacific cod (Gadus macrocephalus)",Guess the Kunyomi,Image
鰖,"たかべ","Labracoglossa argentiventris (species of knifefish)",Guess the Kunyomi,Image
鰙,"わかさぎ","Japanese pond smelt (Hypomesus nipponensis)",Guess the Kunyomi,Image
鰡,"ぼら","striped mullet (Mugil cephalus);flathead grey mullet;black mullet;redlip mullet (Chelon haematocheilus)",Guess the Kunyomi,Image
鰣,"はす","three-lips (freshwater fish of the minnow family, Opsariichthys uncirostris)",Guess the Kunyomi,Image
鰤,"ぶり","Japanese amberjack (species of yellowtail, Seriola quinqueradiata)",Guess the Kunyomi,Image
鰥,"やもお,やもめ","widower,widower;divorced man not remarried",Guess the Kunyomi,Image
鰭,"ひれ","fin (e.g. of a fish)",Guess the Kunyomi,Image
鰰,"はたはた","sailfin sandfish (Arctoscopus japonicus);Japanese sandfish",Guess the Kunyomi,Image
鰱,"たなご","bitterling (any fish of subfamily Acheilognathinae, esp. species Acheilognathus melanogaster)",Guess the Kunyomi,Image
鰾,"うきぶくろ,ふえ","swim bladder;air bladder,swim bladder;air bladder",Guess the Kunyomi,Image
